SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
MAINE CONSOLIDATED SCHOOL,10 SPRING VALLEY RD,PARKS,COCONINO,86018,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MALDONADO AMELIA ELEMENTARY SCHOOL,3535 W MESSALA WAY,TUCSON,PIMA,85746,YES,RN,PUBLIC,35,97%,0%,100%,100%,0%,100%,97%,0%,97%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MANUEL DEMIGUEL ELEMENTARY SCHOOL,3500 S GILLENWATER DR,FLAGSTAFF,COCONINO,86005,YES,RN,PUBLIC,101,93%,7%,100%,93%,7%,100%,93%,7%,100%,93%,7%,100%,93%,7%,100%,7%,0%,7%
MANUEL PENA JR. ELEMENTARY SCHOOL,2550 N 79TH AVE,PHOENIX,MARICOPA,85035,NO,,PUBLIC,93,92%,4%,98%,96%,4%,100%,95%,4%,99%,96%,4%,100%,94%,5%,99%,5%,0%,5%
"MANY FARMS COMMUNITY SCHOOL, INC",HWY 191,MANY FARMS,APACHE,86538,NO,,PUBLIC,31,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MANY FARMS PUBLIC SCHOOL,HWY 191,CHINLE,APACHE,86538,NO,,PUBLIC,57,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MANZANITA ELEMENTARY SCHOOL,8430 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,111,92%,5%,100%,95%,3%,100%,95%,5%,100%,96%,3%,100%,98%,2%,100%,5%,0%,3%
MANZANITA ELEMENTARY SCHOOL,2901 DETROIT AVE,KINGMAN,MOHAVE,86401,NO,,PUBLIC,123,90%,7%,100%,92%,7%,98%,92%,7%,99%,92%,4%,96%,93%,7%,99%,9%,0%,4%
MANZANITA SCHOOL,3000 E MANZANITA AVE,TUCSON,PIMA,85718,YES,RN,PUBLIC,90,98%,2%,100%,98%,2%,100%,98%,2%,100%,96%,3%,100%,98%,2%,100%,3%,0%,2%
MANZO ELEMENTARY SCHOOL,855 N MELROSE AVE,TUCSON,PIMA,85745,YES,RN,PUBLIC,55,96%,2%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,4%,0%,2%
MARICOPA ELEMENTARY SCHOOL,18150 N. ALTERRA PKWY,MARICOPA,PINAL,85139,YES,Both,PUBLIC,125,95%,3%,100%,96%,3%,100%,97%,2%,100%,98%,2%,100%,99%,1%,100%,4%,2%,1%
MARICOPA VILLAGE CHRISTIAN SCHOOL,8050 W BASELINE RD,LAVEEN,MARICOPA,85339,YES,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MARILYN THIELE WILSON SCHOOL,5619 E GLADE AVE,MESA,MARICOPA,85206,YES,RN,PUBLIC,108,89%,7%,96%,90%,6%,96%,90%,7%,97%,91%,6%,97%,98%,0%,98%,7%,1%,6%
MARION DONALDSON ELEMENTARY SCHOOL,2040 W OMAR DR,TUCSON,PIMA,85704,NO,,PUBLIC,53,92%,4%,100%,92%,4%,100%,91%,4%,100%,96%,4%,100%,96%,4%,100%,6%,0%,2%
MARIONNEAUX ELEMENTARY SCHOOL,21455 W ROESER RD,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,83,94%,2%,100%,92%,4%,100%,94%,1%,100%,96%,2%,100%,99%,1%,100%,4%,0%,1%
MARJORIE W ESTES ELEMENTARY SCHOOL,11280 W GRIER RD,MARANA,PIMA,85658,YES,RN,PUBLIC,87,94%,5%,99%,95%,3%,99%,97%,2%,99%,95%,3%,99%,97%,2%,99%,5%,0%,2%
MARLEY PARK ELEMENTARY,15042 W SWEETWATER AVE,SURPRISE,MARICOPA,85379,YES,LPN,PUBLIC,85,91%,9%,100%,91%,9%,100%,89%,11%,100%,91%,9%,100%,91%,8%,99%,13%,0%,5%
MARSHALL ELEMENTARY SCHOOL,9066 E 29TH ST,TUCSON,PIMA,85710,YES,RN,PUBLIC,47,100%,0%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,100%,0%,100%,2%,0%,0%
MARSHALL HUMPHREY II ELEMENTARY SCHOOL,125 S 132ND ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,61,85%,15%,100%,85%,15%,100%,85%,15%,100%,87%,13%,100%,85%,15%,100%,16%,0%,8%
MARSHALL RANCH ELEMENTARY SCHOOL,12995 N MARSHALL RANCH DR,GLENDALE,MARICOPA,85304,YES,LPN,PUBLIC,75,95%,0%,100%,93%,0%,100%,97%,3%,100%,96%,0%,100%,100%,0%,100%,3%,0%,0%
MARTIN LUTHER KING JR ELEMENTARY SCHOOL,4615 S 22ND ST,PHOENIX,MARICOPA,,NO,,CHARTER,75,93%,3%,96%,93%,3%,96%,93%,3%,96%,93%,3%,96%,93%,3%,96%,3%,0%,3%
MARY A OTONDO ELEMENTARY SCHOOL,2251 OTONDO DR,YUMA,YUMA,85365,NO,,PUBLIC,121,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,3%,0%,0%
MARY BELLE MCCORKLE,4455 S MISSION RD,TUCSON,PIMA,85746,YES,RN,PUBLIC,93,100%,0%,100%,100%,0%,100%,99%,0%,99%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MARY C O'BRIEN ELEMENTARY SCHOOL,1400 N ELEVEN MILE CORNER RD,CASA GRANDE,PINAL,85294,YES,RN,PUBLIC,22,95%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MARY MCLEOD BETHUNE SCHOOL,1310 S 15TH AVE,PHOENIX,MARICOPA,85007,YES,RN,PUBLIC,40,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MARY MEREDITH K-12 SCHOOL,755 N MAGNOLIA AVE,TUCSON,PIMA,85711,YES,RN,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MARYLAND ELEMENTARY SCHOOL,6503 N 21ST AVE,PHOENIX,MARICOPA,85015,NO,,PUBLIC,93,89%,11%,100%,95%,3%,100%,96%,3%,99%,96%,3%,100%,98%,2%,100%,11%,0%,2%
MARYVALE PREPARATORY ACADEMY,4825 W CAMELBACK RD,PHOENIX,MARICOPA,85031,NO,,CHARTER,90,89%,10%,99%,89%,10%,99%,89%,10%,99%,90%,10%,100%,90%,10%,100%,10%,0%,10%
MATH AND SCIENCE SUCCESS ACADEMY,434 W LERDO RD,TUCSON,PIMA,85756,NO,,CHARTER,73,100%,0%,100%,100%,0%,100%,97%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MAURICE C CASH SCHOOL,3851 W ROESER RD,PHOENIX,MARICOPA,85041,NO,,PUBLIC,66,100%,0%,100%,100%,0%,100%,98%,0%,98%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MAXINE O BUSH ELEMENTARY SCHOOL,602 E SIESTA WAY,PHOENIX,MARICOPA,85042,YES,RN,PUBLIC,38,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,3%,0%,3%
MAYER ELEMENTARY SCHOOL,12568 E MAIN ST,MAYER,YAVAPAI,86333,NO,,PUBLIC,37,92%,8%,100%,92%,8%,100%,92%,8%,100%,95%,5%,100%,95%,5%,100%,8%,0%,5%
MCCARTNEY RANCH ELEMENTARY SCHOOL,2631 N BROWN AVE,CASA GRANDE,PINAL,85122,YES,RN,PUBLIC,112,99%,0%,100%,99%,0%,100%,100%,0%,100%,99%,0%,100%,100%,0%,100%,0%,0%,0%
MCDOWELL MOUNTAIN ELEMENTARY SCHOOL,14825 N FAYETTE DR,FOUNTAIN HILLS,MARICOPA,85268,NO,,PUBLIC,78,95%,5%,100%,95%,5%,100%,94%,6%,100%,97%,1%,100%,99%,1%,100%,6%,1%,1%
MCNEAL ELEMENTARY SCHOOL,3979 MCNEAL ST,MCNEAL,COCHISE,85617,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MELVIN E SINE SCHOOL,4932 W MYRTLE AVE,GLENDALE,MARICOPA,85301,YES,LPN,PUBLIC,67,97%,1%,100%,100%,0%,100%,97%,1%,99%,100%,0%,100%,100%,0%,100%,1%,1%,0%
MENDOZA ELEMENTARY SCHOOL,5831 E MCLELLAN RD,MESA,MARICOPA,85205,YES,RN,PUBLIC,58,98%,2%,100%,97%,3%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,5%,0%,5%
MERCURY MINE ELEMENTARY SCHOOL,9640 N 28TH ST,PHOENIX,MARICOPA,85028,YES,RN,PUBLIC,84,92%,6%,99%,93%,6%,100%,93%,6%,100%,92%,6%,99%,96%,4%,100%,6%,0%,5%
MERIDIAN ELEMENTARY,3900 S MOUNTAIN RD,MESA,MARICOPA,85212,YES,RN,PUBLIC,77,96%,3%,100%,95%,3%,100%,97%,3%,100%,95%,5%,100%,99%,1%,100%,4%,1%,3%
MESA ARTS ACADEMY,221 W SIXTH AVE,MESA,MARICOPA,85210,NO,,CHARTER,22,86%,14%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,9%,0%,9%
MESA CHRISTIAN ACADEMY,7918 E 1ST AVE,MESA,MARICOPA,85208,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MESA MONTESSORI,2830 S CARRIAGE LN,MESA,MARICOPA,85202,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MESA VERDE ELEMENTARY SCHOOL,1661 W SAGE ST,TUCSON,PIMA,85704,NO,,PUBLIC,52,94%,2%,100%,94%,4%,100%,94%,2%,100%,94%,4%,100%,98%,2%,100%,4%,0%,0%
MESQUITE ELEMENTARY,4451 W 28TH ST,YUMA,YUMA,85364,NO,,PUBLIC,68,96%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,3%,0%,3%
MESQUITE ELEMENTARY SCHOOL,9455 E RITA RD,TUCSON,PIMA,,NO,,PUBLIC,81,96%,2%,100%,96%,2%,100%,94%,2%,100%,96%,2%,100%,98%,2%,100%,2%,0%,2%
MESQUITE ELEMENTARY SCHOOL,129 N ARIZOLA RD,CASA GRANDE,PINAL,85222,YES,RN,PUBLIC,69,100%,0%,100%,100%,0%,100%,96%,3%,99%,99%,1%,100%,100%,0%,100%,0%,3%,0%
MESQUITE ELEMENTARY SCHOOL,1101 E MESQUITE ST,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,74,93%,5%,100%,95%,5%,100%,93%,7%,100%,92%,8%,100%,95%,5%,100%,9%,0%,5%
METCALF ELEMENTARY SCHOOL,905 FAIRBANKS RD,MORENCI,GREENLEE,85540,YES,RN,PUBLIC,137,97%,0%,97%,98%,0%,98%,96%,0%,96%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MEXICAYOTL ACADEMY,667 N 7TH AVE,TUCSON,PIMA,85705,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MEXICAYOTL CHARTER SCHOOL,2059 N GRAND AVE,NOGALES,SANTA CRUZ,85621,NO,,CHARTER,28,100%,0%,100%,96%,0%,96%,93%,0%,96%,100%,0%,100%,100%,0%,100%,0%,4%,0%
MEYER MONTESSORI,2615 S DORSEY LN,TEMPE,MARICOPA,,NO,,PUBLIC,25,76%,24%,100%,76%,24%,100%,80%,20%,100%,76%,24%,100%,84%,16%,100%,28%,0%,16%
MICHAEL ANDERSON SCHOOL,45 S 3RD AVE,AVONDALE,MARICOPA,85323,YES,LPN,PUBLIC,91,98%,0%,100%,99%,0%,100%,99%,0%,100%,99%,0%,100%,100%,0%,100%,0%,0%,0%
MICHAEL T. HUGHES ELEMENTARY SCHOOL,630 N HUNT DR,MESA,MARICOPA,85203,YES,RN,PUBLIC,69,96%,1%,100%,97%,1%,100%,97%,1%,100%,94%,1%,100%,100%,0%,100%,1%,0%,1%
MILES-EXPLORATORY LEARNING CENTER,1400 E BROADWAY BLVD,TUCSON,PIMA,85719,YES,RN,PUBLIC,28,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,96%,4%,100%,4%,0%,0%
MILESTONES CHARTER SCHOOL,4707 E ROBERT E LEE ST,PHOENIX,MARICOPA,85032,NO,,CHARTER,61,92%,5%,100%,92%,5%,100%,92%,5%,100%,92%,5%,100%,95%,5%,100%,5%,0%,3%
MILLER ELEMENTARY SCHOOL,6951 S CAMINO DE LA TIERRA,TUCSON,PIMA,85746,YES,RN,PUBLIC,89,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MINGUS SPRINGS CHARTER SCHOOL,3600 N SUNSET DR,CHINO VALLEY,YAVAPAI,86323,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MIRAGE ELEMENTARY SCHOOL,3910 W GROVERS AVE,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,64,94%,6%,100%,94%,6%,100%,94%,6%,100%,95%,3%,100%,97%,3%,100%,6%,0%,0%
MISSION MANOR ELEMENTARY SCHOOL,600 W SANTA ROSA ST,TUCSON,PIMA,85706,YES,RN,PUBLIC,92,98%,0%,98%,98%,0%,98%,98%,0%,98%,99%,0%,99%,100%,0%,100%,0%,0%,0%
MISSION MONTESSORI ACADEMY,12990 E SHEA BLVD,SCOTTSDALE,MARICOPA,,NO,,CHARTER,36,67%,19%,100%,64%,19%,100%,64%,19%,100%,72%,19%,100%,81%,19%,100%,19%,0%,19%
MISSION VIEW ELEMENTARY SCHOOL,2600 S 8TH AVE,TUCSON,PIMA,85713,YES,RN,PUBLIC,27,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MITCHELL ELEMENTARY SCHOOL,1700 N 41ST AVE,PHOENIX,MARICOPA,85009,NO,,PUBLIC,58,98%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MOBILE ELEMENTARY SCHOOL,42798 S 99TH AVE,MARICOPA,MARICOPA,85139,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOHAVE ACCELERATED ELEMENTARY EAST,945 THUMB BUTTE DR,BULLHEAD CITY,MOHAVE,86429,NO,,CHARTER,22,91%,0%,91%,91%,0%,91%,91%,0%,91%,95%,0%,95%,100%,0%,100%,0%,0%,0%
MOHAVE ACCELERATED ELEMENTARY SCHOOL,625 MARINA BLVD,BULLHEAD CITY,MOHAVE,,NO,,CHARTER,64,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,0%
MONTE VISTA ELEMENTARY SCHOOL,3501 E OSBORN RD,PHOENIX,MARICOPA,85018,YES,RN,PUBLIC,81,94%,4%,98%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,4%,0%,4%
MONTESSORI ACADEMY,6050 N INVERGORDON RD,PARADISE VALLEY,MARICOPA,85253,NO,,CHARTER,23,91%,9%,100%,91%,9%,100%,87%,9%,100%,91%,9%,100%,91%,9%,100%,9%,0%,9%
MONTESSORI CENTER SCHOOL,8625 N 19TH AVE,PHOENIX,MARICOPA,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI CHARTER SCHOOL OF FLAGSTAFF - WESTSIDE,575 W UNIVERSITY AVE,FLAGSTAFF,COCONINO,86001,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI CHILDRENS HOUSE,2400 W DATSI ST,CAMP VERDE,YAVAPAI,86322,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI DAY PUBLIC SCHOOLS CHARTERED - LAKESIDE,1700 W WARNER RD,CHANDLER,MARICOPA,85224,NO,,CHARTER,24,75%,25%,100%,75%,25%,100%,71%,29%,100%,71%,29%,100%,71%,29%,100%,29%,0%,21%
MONTESSORI DE SANTA CRUZ - SAINT ANN'S HALL,18 CALLE BACA,TUBAC,SANTA CRUZ,85646,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI EDUCATION CENTRE CHARTER SCHOOL-85203,815 N GILBERT RD,MESA,MARICOPA,85203,NO,,CHARTER,45,89%,11%,100%,89%,11%,100%,76%,24%,100%,89%,11%,100%,84%,16%,100%,27%,0%,11%
MONTESSORI EDUCATION CENTRE CHARTER SCHOOL-85204,2834 E SOUTHERN AVE,MESA,MARICOPA,85204,NO,,CHARTER,40,73%,28%,100%,73%,28%,100%,68%,33%,100%,65%,35%,100%,75%,25%,100%,33%,0%,28%
MONTESSORI HOUSE CHARTER SCHOOL,2415 N TERRACE CIR,MESA,MARICOPA,85203,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI IN THE PARK,1832 N LITCHFIELD RD,GOODYEAR,MARICOPA,85395,NO,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI INTERNATIONAL PRIMARY SCHOOL,1230 N GILBERT RD,MESA,MARICOPA,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI INTERNATIONAL SCHOOL - BROWN RD,2401 E BROWN RD,MESA,MARICOPA,85213,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI KINGDOM OF LEARNING,13111 W 94TH DR,PEORIA,MARICOPA,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI SCHOOLHOUSE-85705,1127 N 6TH AVE,TUCSON,PIMA,85705,NO,,CHARTER,24,79%,21%,100%,79%,21%,100%,79%,21%,100%,79%,21%,100%,79%,21%,100%,21%,0%,21%
MOON MOUNTAIN SCHOOL,13425 N 19TH AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,75,96%,4%,100%,96%,4%,100%,96%,4%,100%,97%,3%,100%,96%,4%,100%,7%,1%,1%
MORGAN MAXWELL SCHOOL,2802 W ANKLAM RD,TUCSON,PIMA,85745,YES,RN,PUBLIC,27,100%,0%,100%,100%,0%,100%,100%,0%,100%,96%,0%,96%,100%,0%,100%,0%,0%,0%
MOST HOLY TRINITY CATHOLIC SCHOOL,535 E ALICE AVE,PHOENIX,MARICOPA,85020,YES,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOUNT TIPTON SCHOOL,16500 N PIERCE FERRY RD,DOLAN SPRINGS,MOHAVE,86441,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOUNT TURNBULL ELEMENTARY SCHOOL,10 EDUCATION LANE,BYLAS,GRAHAM,85530,YES,Both,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOUNTAIN CHRISTIAN SCHOOL,3171 SHOW LOW LAKE RD,SHOW LOW,NAVAJO,85901,YES,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOUNTAIN MEADOWS PRIMARY,2181 W COUNTRY CLUB DR,OVERGAARD,NAVAJO,85933,YES,RN,PUBLIC,32,75%,19%,100%,75%,19%,100%,63%,19%,97%,81%,16%,100%,78%,19%,97%,19%,0%,9%
MOUNTAIN OAK CHARTER SCHOOL,1455 WILLOW CREEK RD,PRESCOTT,YAVAPAI,86301,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOUNTAIN SCHOOL,311 W CATTLE DRIVE TRAIL,FLAGSTAFF,COCONINO,86005,NO,,CHARTER,30,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,100%,0%,100%,3%,0%,0%
MOUNTAIN SHADOWS ELEMENTARY SCHOOL,19602 N 45TH AVE,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,52,88%,6%,100%,87%,10%,100%,90%,6%,100%,94%,6%,100%,100%,0%,100%,10%,0%,2%
MOUNTAIN VIEW ELEMENTARY,1374 W FRONTAGE RD,RIO RICO,SANTA CRUZ,85648,NO,,PUBLIC,44,95%,2%,100%,95%,2%,100%,100%,0%,100%,98%,2%,100%,98%,2%,100%,2%,5%,2%
MOUNTAIN VIEW ELEMENTARY SCHOOL,8601 E LOOS DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,60,88%,8%,100%,92%,8%,100%,92%,8%,100%,92%,8%,100%,95%,5%,100%,8%,0%,0%
MOUNTAIN VIEW ELEMENTARY SCHOOL,801 W PEORIA AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,145,97%,1%,100%,97%,1%,100%,99%,0%,100%,99%,1%,100%,100%,0%,100%,1%,0%,1%
MOUNTAIN VIEW PREPARATORY,1500 S MONTE TESORO DR,COTTONWOOD,YAVAPAI,86326,YES,RN,PUBLIC,48,92%,8%,100%,96%,4%,100%,92%,8%,100%,96%,4%,100%,96%,4%,100%,8%,0%,2%
MOUNTAIN VIEW SCHOOL,18302 W BURTON AVE,WADDELL,MARICOPA,85355,YES,LPN,PUBLIC,85,93%,7%,100%,88%,12%,100%,89%,11%,100%,88%,11%,100%,95%,5%,100%,14%,0%,4%
MOUNTAIN VISTA SCHOOL,2618 EL PASEO,ORACLE,PINAL,85623,NO,,PRIVATE,45,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MOYA ELEMENTARY,406 N 41ST AVE,PHOENIX,MARICOPA,85009,NO,,PUBLIC,67,99%,0%,100%,99%,0%,100%,100%,0%,100%,97%,0%,100%,100%,0%,100%,0%,0%,0%
MYERS-GANOUNG ELEMENTARY SCHOOL,5000 E ANDREW ST,TUCSON,PIMA,85711,YES,RN,PUBLIC,66,98%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,3%,0%
NACO ELEMENTARY SCHOOL,1911 W VALENZUELA ST,NACO,COCHISE,,NO,,PUBLIC,34,97%,0%,100%,97%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
NADABURG ELEMENTARY SCHOOL,21419 W DOVE VALLEY RD,WITTMANN,MARICOPA,85361,YES,RN,PUBLIC,44,89%,7%,100%,84%,7%,95%,84%,7%,98%,91%,7%,100%,93%,7%,100%,7%,0%,7%
NAUTILUS ELEMENTARY SCHOOL,1425 PATRICIAN DR,LAKE HAVASU CITY,MOHAVE,86404,YES,RN,PUBLIC,56,95%,5%,100%,95%,5%,100%,95%,5%,100%,96%,4%,100%,96%,4%,100%,5%,0%,4%
NAVAJO ELEMENTARY SCHOOL,7501 E OAK ST,SCOTTSDALE,MARICOPA,85257,YES,RN,PUBLIC,50,90%,10%,100%,90%,10%,100%,90%,10%,100%,94%,6%,100%,96%,4%,100%,12%,0%,4%
NAVARRETE ELEMENTARY,6490 SOUTH SUN GROVES BOULEVARD,CHANDLER,MARICOPA,85249,NO,,PUBLIC,76,89%,11%,100%,88%,12%,100%,87%,13%,100%,88%,12%,100%,91%,9%,100%,13%,0%,9%
NAYLOR MIDDLE SCHOOL,1701 S COLUMBUS BLVD,TUCSON,PIMA,85711,YES,RN,PUBLIC,57,93%,2%,95%,95%,2%,96%,93%,2%,95%,96%,2%,100%,98%,2%,100%,2%,4%,2%
NEELY TRADITIONAL ACADEMY,321 W JUNIPER AVE,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,113,95%,5%,100%,96%,4%,100%,94%,6%,100%,95%,5%,100%,96%,4%,100%,7%,0%,4%
NEVITT ELEMENTARY SCHOOL,4525 E ST ANNE ST,PHOENIX,MARICOPA,85042,YES,RN,PUBLIC,118,97%,2%,100%,98%,2%,100%,98%,2%,100%,98%,1%,100%,99%,1%,100%,2%,0%,2%
NEW HORIZON SCHOOL FOR THE PERFORMING ART,446 E BROADWAY RD,MESA,MARICOPA,85204,NO,,CHARTER,24,96%,4%,100%,96%,4%,100%,88%,4%,92%,92%,4%,96%,96%,4%,100%,4%,0%,4%
NEW RIVER ELEMENTARY SCHOOL,48827 N BLACK CANYON HWY,PHOENIX,MARICOPA,85087,YES,LPN,PUBLIC,35,86%,14%,100%,83%,14%,97%,80%,17%,97%,80%,11%,91%,86%,14%,100%,17%,0%,11%
NEW VISTAS ACADEMY,"670 N ARIZONA AVE, STE 35",CHANDLER,MARICOPA,85225,NO,,PRIVATE,45,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
NEW WAY ACADEMY,5048 E OAK ST,PHOENIX,MARICOPA,85008,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEW WORLD EDUCATIONAL CENTER,5818 N 7TH ST,PHOENIX,MARICOPA,85014,NO,,CHARTER,22,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,5%,0%,5%
