SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
KYRENE DE LA MIRADA SCHOOL,5500 W GALVESTON ST,CHANDLER,MARICOPA,85226,NO,,PUBLIC,109,94%,6%,100%,92%,7%,100%,93%,6%,100%,94%,5%,100%,94%,6%,99%,8%,0%,4%
KYRENE DE LA PALOMA SCHOOL,5000 W WHITTEN ST,CHANDLER,MARICOPA,85226,NO,,PUBLIC,74,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,9%,0%,9%
KYRENE DE LA SIERRA SCHOOL,1122 E LIBERTY LN,PHOENIX,MARICOPA,85048,YES,Both,PUBLIC,61,93%,5%,100%,93%,5%,100%,93%,5%,100%,93%,5%,100%,95%,5%,100%,5%,0%,5%
KYRENE DE LAS BRISAS SCHOOL,777 N DESERT BREEZE BLVD EAST,CHANDLER,MARICOPA,85226,NO,,PUBLIC,94,99%,0%,100%,99%,0%,100%,100%,0%,100%,98%,0%,100%,100%,0%,100%,0%,0%,0%
KYRENE DE LAS LOMAS SCHOOL,11820 S WARNER ELLIOT LOOP,PHOENIX,MARICOPA,85044,NO,,PUBLIC,86,93%,7%,100%,93%,7%,100%,93%,7%,100%,95%,5%,100%,95%,5%,100%,7%,0%,3%
KYRENE DE LAS MANITAS SCHOOL,1201 W COURTNEY LN,TEMPE,MARICOPA,85284,YES,RN,PUBLIC,79,99%,1%,100%,96%,4%,100%,94%,5%,100%,96%,3%,100%,96%,4%,100%,9%,0%,4%
KYRENE DE LOS CERRITOS SCHOOL,14620 S DESERT FOOTHILLS PKWY,PHOENIX,MARICOPA,85048,NO,,PUBLIC,61,97%,0%,98%,97%,0%,98%,97%,0%,98%,98%,2%,100%,100%,0%,100%,2%,0%,0%
KYRENE DE LOS LAGOS SCHOOL,17001 S 34TH WAY,PHOENIX,MARICOPA,85048,NO,,PUBLIC,113,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,4%,0%,3%
KYRENE DE LOS NINOS SCHOOL,1330 E DAVA DR,TEMPE,MARICOPA,85283,NO,,PUBLIC,67,82%,3%,85%,85%,3%,88%,85%,3%,88%,93%,3%,96%,94%,3%,97%,3%,0%,3%
KYRENE DEL CIELO SCHOOL,1350 N LAKESHORE DR,CHANDLER,MARICOPA,85226,NO,,PUBLIC,112,93%,4%,100%,94%,4%,100%,91%,4%,100%,96%,3%,100%,98%,2%,100%,4%,0%,4%
KYRENE DEL MILENIO,4630 E FRYE RD,PHOENIX,MARICOPA,85048,NO,,PUBLIC,92,90%,7%,97%,90%,7%,97%,91%,7%,98%,93%,5%,99%,95%,5%,100%,7%,0%,7%
KYRENE DEL NORTE SCHOOL,1331 E REDFIELD RD,TEMPE,MARICOPA,85283,NO,,PUBLIC,99,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,3%,0%,3%
KYRENE DEL SURENO SCHOOL,3375 W GALVESTON RD,CHANDLER,MARICOPA,85226,NO,,PUBLIC,87,93%,6%,100%,94%,6%,100%,94%,6%,100%,93%,6%,99%,94%,6%,100%,6%,1%,6%
LA PALOMA ACADEMY - CENTRAL,2050 N WILMOT RD,TUCSON,PIMA,85712,NO,,CHARTER,87,77%,0%,77%,68%,0%,68%,76%,0%,76%,79%,0%,79%,83%,0%,83%,0%,0%,0%
LA PALOMA ACADEMY - LAKESIDE,8140 E GOLF LINKS RD,TUCSON,PIMA,,NO,,CHARTER,105,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
LA PALOMA ACADEMY SOUTH,5660 S 12TH AVE,TUCSON,PIMA,85706,NO,,CHARTER,48,23%,0%,23%,23%,0%,23%,23%,0%,23%,23%,0%,23%,23%,0%,23%,0%,0%,0%
LA SENITA ELEMENTARY SCHOOL,3175 GORDON DR,KINGMAN,MOHAVE,,NO,,PUBLIC,38,97%,3%,100%,97%,3%,100%,87%,13%,100%,100%,0%,100%,100%,0%,100%,13%,0%,0%
LA TIERRA COMMUNITY SCHOOL,124 N VIRGINIA ST,PRESCOTT,YAVAPAI,86301,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LAFE NELSON SCHOOL,1100 10TH AVE,SAFFORD,GRAHAM,85546,YES,RN,PUBLIC,66,92%,5%,98%,94%,5%,100%,94%,5%,100%,95%,5%,100%,95%,5%,100%,5%,0%,3%
LAGUNA ELEMENTARY SCHOOL,5001 N SHANNON RD,TUCSON,PIMA,85705,NO,,PUBLIC,41,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,5%,0%,5%
LAGUNA ELEMENTARY SCHOOL,10475 E LAKEVIEW DR,SCOTTSDALE,MARICOPA,85258,YES,RN,PUBLIC,56,80%,14%,95%,80%,14%,95%,79%,14%,93%,88%,13%,100%,98%,0%,98%,13%,0%,7%
LAIRD ELEMENTARY SCHOOL,1500 N SCOVEL ST,TEMPE,MARICOPA,85281,YES,RN,PUBLIC,57,98%,2%,100%,98%,2%,100%,96%,4%,100%,98%,2%,100%,98%,2%,100%,2%,2%,2%
LAKE PLEASANT ELEMENTARY,31501 N WESTLAND RD,PEORIA,MARICOPA,85383,YES,RN,PUBLIC,86,100%,0%,100%,100%,0%,100%,99%,1%,100%,100%,0%,100%,100%,0%,100%,1%,0%,0%
LAKE VALLEY ELEMENTARY SCHOOL,3900 N STARLIGHT DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,54,93%,4%,100%,96%,4%,100%,94%,4%,100%,94%,4%,100%,96%,4%,100%,4%,0%,4%
LAKEVIEW ELEMENTARY SCHOOL,3040 W YUCCA ST,PHOENIX,MARICOPA,85029,NO,,PUBLIC,67,82%,16%,100%,82%,16%,100%,85%,15%,100%,87%,12%,100%,90%,10%,100%,18%,1%,7%
LAMB'S GATE CHRISTIAN SCHOOL,4700 N SWAN RD,TUCSON,PIMA,85718,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARKSPUR ELEMENTARY SCHOOL,2430 E LARKSPUR DR,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,45,100%,0%,100%,100%,0%,100%,98%,0%,98%,98%,0%,98%,98%,0%,98%,0%,0%,0%
LARRY C KENNEDY SCHOOL,2702 E OSBORN RD,PHOENIX,MARICOPA,85016,YES,RN,PUBLIC,60,93%,5%,100%,93%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,5%,0%,5%
LAS BRISAS ACADEMY,18211 W LAS BRISAS DR,GOODYEAR,MARICOPA,85338,NO,,PUBLIC,62,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
LAS BRISAS ELEMENTARY SCHOOL,5805 W ALAMEDA,GLENDALE,MARICOPA,85310,YES,RN,PUBLIC,96,99%,1%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,99%,1%,100%,4%,0%,1%
LAS SENDAS ELEMENTARY SCHOOL,3120 N RED MOUNTAIN RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,94,93%,5%,100%,96%,4%,100%,93%,7%,100%,96%,3%,100%,99%,1%,100%,7%,0%,1%
LATTIE COOR SCHOOL,1406 N CENTRAL AVE,AVONDALE,MARICOPA,85323,YES,LPN,PUBLIC,168,93%,1%,94%,96%,1%,97%,94%,1%,95%,94%,1%,95%,96%,1%,98%,1%,0%,1%
LAURA N. BANKS ELEMENTARY,3200 S LEAD FLOWER AVE,TUCSON,PIMA,85735,YES,RN,PUBLIC,40,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
LAVEEN ELEMENTARY SCHOOL,4141 W MCNEIL STREET,LAVEEN,MARICOPA,85339,NO,,PUBLIC,73,100%,0%,100%,100%,0%,100%,99%,1%,100%,100%,0%,100%,100%,0%,100%,1%,0%,0%
LE PERA ELEMENTARY SCHOOL,TAHBO RD AND MOHAVE RD,PARKER,LA PAZ,85371,NO,,PUBLIC,24,96%,0%,100%,96%,0%,100%,92%,0%,100%,96%,0%,100%,100%,0%,100%,0%,0%,0%
LEADING EDGE ACADEMY - MARICOPA CAMPUS,19302 N PORTER RD,MARICOPA,PINAL,85238,NO,,CHARTER,95,86%,4%,91%,84%,4%,92%,88%,4%,94%,92%,4%,97%,94%,4%,98%,4%,0%,4%
LEADING EDGE ACADEMY - MOUNTAIN VIEW CAMPUS,4815 W HUNT HWY,QUEEN CREEK,PINAL,85142,NO,,CHARTER,51,86%,10%,96%,90%,10%,100%,90%,10%,100%,90%,10%,100%,88%,8%,96%,10%,0%,8%
LEARNING FOUNDATION AND PERFORMING ARTS ALTA MESA,5761 E BROWN RD,MESA,MARICOPA,85205,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LEARNING FOUNDATION AND PERFORMING ARTS STAPLEY,851 N STAPLEY DR,MESA,MARICOPA,85203,NO,,CHARTER,24,79%,21%,100%,83%,17%,100%,79%,21%,100%,83%,17%,100%,83%,17%,100%,21%,0%,17%
LEARNING FOUNDATION AND PERFORMING ARTS WARNER,3939 E WARNER RD,GILBERT,MARICOPA,85296,NO,,CHARTER,47,89%,11%,100%,89%,11%,100%,89%,11%,100%,89%,11%,100%,89%,11%,100%,11%,0%,11%
LEGACY TRADITIONAL CHARTER SCHOOL - GILBERT,2747 S RECKER RD,GILBERT,MARICOPA,85295,YES,LPN,CHARTER,117,90%,10%,100%,90%,10%,100%,90%,10%,100%,90%,10%,100%,90%,10%,100%,10%,0%,10%
LEGACY TRADITIONAL CHARTER SCHOOL - LAVEEN VILLAGE,7900 S 43RD AVE,LAVEEN,MARICOPA,85339,NO,,CHARTER,118,92%,7%,100%,90%,7%,100%,91%,8%,100%,94%,5%,99%,95%,5%,100%,8%,1%,8%
LEGACY TRADITIONAL SCHOOL - AVONDALE,12320 W VAN BUREN ST,AVONDALE,MARICOPA,85323,NO,,CHARTER,148,93%,7%,100%,93%,7%,100%,94%,6%,100%,96%,4%,100%,97%,3%,100%,7%,0%,3%
LEGACY TRADITIONAL SCHOOL - CASA GRANDE,1274 E O'NEIL DR,CASA GRANDE,PINAL,85138,NO,,CHARTER,136,90%,7%,100%,92%,7%,100%,93%,7%,100%,93%,7%,100%,94%,6%,100%,7%,0%,5%
LEGACY TRADITIONAL SCHOOL - CHANDLER,3201 S GILBERT RD,CHANDLER,MARICOPA,85286,YES,RN,CHARTER,139,90%,9%,100%,77%,9%,100%,88%,10%,100%,93%,6%,99%,93%,7%,100%,11%,0%,6%
LEGACY TRADITIONAL SCHOOL - GLENDALE,13091 N 67TH AVE,GLENDALE,MARICOPA,85306,YES,RN,PUBLIC,133,85%,15%,100%,85%,15%,100%,85%,15%,100%,88%,12%,100%,100%,0%,100%,17%,0%,11%
LEGACY TRADITIONAL SCHOOL - MARICOPA,17760 REGENT DR,MARICOPA,PINAL,85138,NO,,CHARTER,125,90%,10%,100%,90%,10%,100%,89%,11%,100%,92%,8%,100%,91%,9%,100%,10%,0%,10%
LEGACY TRADITIONAL SCHOOL - NORTH CHANDLER,1900 N MCQUEEN RD,CHANDLER,MARICOPA,85225,NO,,CHARTER,120,93%,8%,100%,94%,6%,100%,93%,8%,100%,94%,6%,100%,94%,6%,100%,8%,0%,6%
LEGACY TRADITIONAL SCHOOL - NORTHWEST TUCSON,3500 W CORTARO FARMS RD,TUCSON,PIMA,85742,NO,,CHARTER,125,91%,9%,100%,100%,0%,100%,100%,0%,100%,92%,8%,100%,95%,5%,100%,9%,0%,3%
LEGACY TRADITIONAL SCHOOL - PEORIA,7877 W. HILLCREST BLVD,PEORIA,MARICOPA,85383,YES,LPN,CHARTER,107,80%,18%,100%,77%,20%,100%,82%,18%,100%,85%,14%,100%,85%,15%,100%,14%,0%,6%
LEGACY TRADITIONAL SCHOOL - PHOENIX,4545 N 99TH AVE,PHOENIX,MARICOPA,85037,NO,,CHARTER,145,94%,4%,99%,96%,4%,100%,94%,4%,99%,95%,4%,99%,96%,4%,100%,4%,0%,4%
LEGACY TRADITIONAL SCHOOL- EAST MESA,10707 E GUADALUPE RD,MESA,MARICOPA,85212,NO,,CHARTER,128,91%,9%,100%,88%,13%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,13%,0%,7%
LEGACY TRADITIONAL SCHOOL SURPRISE,14506 W SWEETWATER AVE,SURPRISE,MARICOPA,85379,NO,,CHARTER,218,94%,6%,100%,95%,5%,100%,94%,6%,100%,94%,6%,100%,95%,5%,100%,8%,1%,4%
LEGACY TRADITIONAL SCHOOL-QUEEN CREEK,41800 N. BARNES PKWY,QUEEN CREEK,PINAL,85140,NO,,CHARTER,144,89%,10%,100%,89%,10%,99%,88%,10%,99%,90%,9%,100%,92%,8%,100%,5%,0%,6%
LEGEND SPRINGS ELEMENTARY,21150 N ARROWHEAD LOOP,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,92,93%,4%,99%,95%,5%,100%,92%,7%,99%,95%,5%,100%,93%,7%,100%,8%,0%,5%
LEHI ELEMENTARY SCHOOL,2555 N STAPLEY DR,MESA,MARICOPA,85203,YES,RN,PUBLIC,61,97%,2%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,98%,2%,100%,2%,2%,0%
LEMAN ACADEMY OF EXCELLENCE - EAST CAMPUS,10200 E GOLF LINKS RD,TUCSON,PIMA,85743,NO,,CHARTER,101,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,96%,4%,100%,6%,0%,4%
LEMAN ACADEMY OF EXCELLENCE - EAST MESA,3761 S POWER RD,MESA,MARICOPA,85212,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LEMAN ACADEMY OF EXCELLENCE - MARANA,"7720 N SILVERBELL RD, BLDG 1 & 2",TUCSON,PIMA,85743,YES,RN,CHARTER,132,94%,6%,100%,94%,6%,100%,92%,8%,100%,95%,5%,100%,95%,5%,100%,8%,1%,4%
LEMAN ACADEMY OF EXCELLENCE - ORO VALLEY,12255 N LA CAÑADA DRIVE,ORO VALLEY,PIMA,85755,YES,LPN,CHARTER,118,94%,6%,100%,94%,6%,100%,94%,6%,100%,96%,4%,100%,95%,5%,100%,7%,1%,6%
LEMAN ACADEMY OF EXCELLENCE - SIERRA VISTA,1000 E. WILCOX DR,SIERRA VISTA,COCHISE,85635,NO,,CHARTER,75,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,4%,0%,4%
LEMAN VIRTUAL ACADEMY,7720 N SILVERBELL RD,TUCSON,PIMA,85743,YES,RN,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LEUPP BOARDING SCHOOL,INDIAN RTE 15,LEUPP,COCONINO,86035,YES,LPN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LEUPP PUBLIC SCHOOL,40 MILES EAST OF FLAGSTAFF,LEUPP,COCONINO,86035,YES,RN,PUBLIC,22,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
LEXIS PREPARATORY SCHOOL,11130 E CHOLLA ST,SCOTTSDALE,MARICOPA,85255,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LIBERTY ARTS ACADEMY,3015 S POWER RD,MESA,MARICOPA,85212,NO,,CHARTER,21,67%,19%,86%,76%,19%,95%,76%,19%,95%,81%,19%,100%,86%,14%,100%,24%,0%,14%
LIBERTY ELEMENTARY SCHOOL,5495 S LIBERTY AVE,TUCSON,PIMA,85706,YES,RN,PUBLIC,94,97%,2%,100%,97%,2%,100%,97%,2%,100%,100%,0%,100%,100%,0%,100%,2%,0%,0%
LIBERTY ELEMENTARY SCHOOL-85254,5125 E MARILYN RD,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,51,100%,0%,100%,100%,0%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,6%,0%,0%
LIBERTY ELEMENTARY SCHOOL-85326,19818 W HWY 85,BUCKEYE,MARICOPA,85326,YES,LPN,PUBLIC,49,94%,0%,98%,94%,0%,98%,96%,2%,98%,98%,0%,98%,98%,0%,98%,2%,0%,0%
LIBERTY TRADITIONAL CHARTER SCHOOL,4901 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85031,NO,,CHARTER,38,92%,0%,92%,100%,0%,100%,92%,0%,97%,100%,0%,100%,100%,0%,100%,0%,0%,0%
LIBERTY TRADITIONAL CHARTER SCHOOL - SADDLEBACK,3715 N WASHINGTON AVE,DOUGLAS,COCHISE,85607,NO,,CHARTER,24,100%,0%,100%,96%,0%,100%,96%,0%,100%,0%,0%,100%,100%,0%,100%,0%,0%,0%
LIBERTY TRADITIONAL SCHOOL,3300 N LAKE VALLEY RD,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,91,90%,10%,100%,92%,8%,100%,90%,10%,100%,93%,7%,100%,95%,5%,100%,10%,0%,5%
LIFELONG LEARNING ACADEMY,3295 W ORANGE GROVE RD,TUCSON,PIMA,85741,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LINCOLN ELEMENTARY SCHOOL,652 N TYLER AVE,NOGALES,SANTA CRUZ,85621,YES,RN,PUBLIC,64,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
LINCOLN ELEMENTARY SCHOOL,201 PARK AVE,PRESCOTT,YAVAPAI,86303,NO,,PUBLIC,52,92%,4%,100%,92%,4%,100%,88%,8%,100%,92%,6%,100%,94%,4%,98%,6%,2%,4%
LINCOLN ELEMENTARY SCHOOL,930 S SIRRINE,MESA,MARICOPA,85210,YES,RN,PUBLIC,91,96%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,99%,1%,100%,2%,0%,1%
LINDBERGH ELEMENTARY SCHOOL,930 S LAZONA DR,MESA,MARICOPA,85204,YES,RN,PUBLIC,73,97%,1%,100%,99%,0%,100%,96%,1%,100%,99%,1%,100%,99%,1%,100%,1%,0%,1%
LINDEN ELEMENTARY SCHOOL,1009 SCHOOL HOUSE LN,LINDEN,NAVAJO,85901,NO,,PUBLIC,37,78%,14%,92%,81%,14%,95%,73%,16%,89%,86%,14%,100%,86%,14%,100%,16%,0%,14%
LINEWEAVER ELEMENTARY SCHOOL,461 S BRYANT AVE,TUCSON,PIMA,85711,YES,RN,PUBLIC,84,99%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
LITCHFIELD ELEMENTARY SCHOOL,13825 W WIGWAM BLVD,LITCHFIELD PARK,MARICOPA,85340,YES,LPN,PUBLIC,137,98%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,100%,0%,100%,3%,0%,0%
LITTLE RED SCHOOLHOUSE,HWY 82 & DUQUESNE RD,NOGALES,SANTA CRUZ,85621,NO,,PUBLIC,21,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
LITTLE SCHOLARS ACADEMY,6702 W CHOLLA ST,PEORIA,MARICOPA,85345,NO,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LITTLE SINGER COMMUNITY SCHOOL,PO BOX AQ,WINSLOW,NAVAJO,86047,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LITTLETON ELEMENTARY SCHOOL,1252 S 115TH AVE,CASHION,MARICOPA,85323,YES,RN,PUBLIC,80,96%,0%,98%,96%,0%,98%,96%,0%,96%,100%,0%,100%,100%,0%,100%,0%,0%,0%
LOGOS CHRISTIAN ACADEMY,9745 N TREKELL RD,CASA GRANDE,PINAL,85122,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LOMA LINDA ELEMENTARY SCHOOL,2002 E CLARENDON AVE,PHOENIX,MARICOPA,85016,YES,Both,PUBLIC,79,99%,0%,100%,99%,0%,100%,99%,0%,100%,99%,0%,100%,100%,0%,100%,0%,0%,0%
LONE MOUNTAIN ELEMENTARY SCHOOL,5250 E MONTGOMERY RD,CAVE CREEK,MARICOPA,85331,NO,,PUBLIC,51,92%,8%,100%,92%,8%,100%,94%,6%,100%,96%,4%,100%,96%,4%,100%,10%,0%,2%
LONGFELLOW ELEMENTARY SCHOOL,345 S HALL ST,MESA,MARICOPA,85204,YES,RN,PUBLIC,65,97%,0%,100%,98%,0%,100%,100%,0%,100%,98%,0%,100%,100%,0%,100%,0%,0%,0%
LONGVIEW ELEMENTARY SCHOOL,1209 E INDIAN SCHOOL RD,PHOENIX,MARICOPA,85014,YES,LPN,PUBLIC,71,75%,1%,96%,77%,1%,96%,90%,1%,92%,92%,1%,93%,90%,1%,92%,1%,0%,1%
LOOKOUT MOUNTAIN SCHOOL,15 W CORAL GABLES DR,PHOENIX,MARICOPA,85023,NO,,PUBLIC,167,98%,2%,100%,98%,2%,100%,96%,4%,100%,97%,3%,100%,98%,2%,100%,5%,0%,2%
LORETTO CATHOLIC SCHOOL,1200 14TH ST,DOUGLAS,COCHISE,85607,NO,,PRIVATE,21,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,10%,0%
LOS AMIGOS ELEMENTARY SCHOOL,2200 E DREXEL RD,TUCSON,PIMA,85706,YES,RN,PUBLIC,111,96%,4%,100%,98%,2%,100%,96%,4%,100%,100%,0%,100%,99%,1%,100%,5%,1%,1%
LOS NINOS ELEMENTARY SCHOOL,5445 S ALVERNON WAY,TUCSON,PIMA,85706,YES,RN,PUBLIC,60,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
LOWELL ELEMENTARY SCHOOL,920 E BROADWAY RD,MESA,MARICOPA,85204,YES,RN,PUBLIC,66,98%,0%,98%,98%,0%,98%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,2%,0%
LOWELL SCHOOL,1121 S 3RD AVE,PHOENIX,MARICOPA,85003,YES,RN,PUBLIC,49,94%,0%,94%,94%,0%,94%,96%,2%,98%,100%,0%,100%,100%,0%,100%,4%,0%,4%
LUKE ELEMENTARY SCHOOL,7300 N DYSART RD,GLENDALE,MARICOPA,85307,YES,LPN,PUBLIC,74,96%,0%,96%,95%,1%,97%,95%,1%,97%,99%,0%,99%,100%,0%,100%,0%,0%,0%
LULU WALKER SCHOOL,1750 W ROLLER COASTER RD,TUCSON,PIMA,85704,NO,,PUBLIC,76,74%,3%,100%,79%,3%,100%,82%,3%,100%,92%,7%,100%,96%,3%,99%,7%,0%,3%
LYNN URQUIDES ELEMENTARY SCHOOL,1573 W AJO WAY,TUCSON,PIMA,85713,YES,RN,PUBLIC,79,96%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MABEL PADGETT ELEMENTARY SCHOOL,15430 W TURNEY AVE,GOODYEAR,MARICOPA,85395,YES,RN,PUBLIC,108,98%,1%,99%,98%,1%,99%,99%,1%,100%,97%,2%,99%,99%,0%,99%,3%,1%,1%
MACARTHUR ELEMENTARY SCHOOL,1435 E MCLELLAN RD,MESA,MARICOPA,85203,YES,RN,PUBLIC,77,91%,5%,100%,92%,5%,100%,94%,5%,100%,96%,3%,100%,100%,0%,100%,6%,0%,3%
MADISON CAMELVIEW ELEMENTARY,2002 E CAMPBELL AVE,PHOENIX,MARICOPA,85016,NO,,PUBLIC,125,94%,4%,100%,96%,4%,100%,96%,4%,100%,94%,4%,100%,96%,4%,100%,4%,4%,4%
MADISON ELEMENTARY SCHOOL,849 S SUNNYVALE,MESA,MARICOPA,85206,YES,RN,PUBLIC,57,95%,2%,100%,96%,2%,100%,98%,2%,100%,98%,0%,100%,100%,0%,100%,2%,0%,0%
MADISON HEIGHTS ELEMENTARY SCHOOL,7150 N 22ND ST,PHOENIX,MARICOPA,85020,NO,,PUBLIC,93,95%,4%,100%,95%,4%,100%,96%,3%,100%,95%,4%,100%,99%,1%,100%,5%,0%,5%
MADISON RICHARD SIMIS SCHOOL,7302 N 10TH ST,PHOENIX,MARICOPA,85020,YES,RN,PUBLIC,162,91%,9%,100%,92%,8%,100%,94%,6%,100%,92%,8%,100%,93%,7%,100%,11%,0%,4%
MADISON ROSE LANE SCHOOL,1155 E ROSE LN,PHOENIX,MARICOPA,85014,YES,RN,PUBLIC,165,94%,6%,100%,93%,7%,100%,93%,7%,100%,93%,6%,100%,95%,5%,100%,7%,0%,5%
MADISON TRADITIONAL ACADEMY,925 E MARYLAND AVE,PHOENIX,MARICOPA,85014,NO,,PUBLIC,73,97%,1%,100%,97%,1%,100%,99%,1%,100%,99%,0%,100%,99%,1%,100%,1%,0%,0%
MADRID NEIGHBORHOOD SCHOOL,3736 W OSBORN RD,PHOENIX,MARICOPA,85019,NO,,PUBLIC,67,94%,0%,100%,94%,0%,100%,97%,0%,97%,96%,0%,99%,100%,0%,100%,0%,0%,0%
MAGICAL JOURNEY LEARNING CENTER,1241 E CHANDLER BLVD,PHOENIX,MARICOPA,85048,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAGMA RANCH K-8 SCHOOL,10980 E DESERT MOUNTAIN BLVD,FLORENCE,PINAL,85232,NO,,PUBLIC,75,84%,3%,87%,84%,3%,87%,85%,3%,88%,88%,3%,91%,95%,3%,97%,3%,0%,3%
MAGNET TRADITIONAL SCHOOL,2602 N 23RD AVE,PHOENIX,MARICOPA,85009,YES,RN,PUBLIC,47,100%,0%,100%,100%,0%,100%,98%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MAIE BARTLETT HEARD SCHOOL,2301 W THOMAS RD,PHOENIX,MARICOPA,85015,YES,RN,PUBLIC,45,96%,0%,100%,96%,0%,100%,98%,0%,100%,96%,0%,100%,100%,0%,100%,0%,0%,0%
