SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
ASHLAND ELEMENTARY,1945 S ASHLAND RANCH,GILBERT,MARICOPA,85295,YES,RN,PUBLIC,108,100%,0%,100%,95.4%,4.6%,100.0%,94.4%,5.6%,100.0%,95.4%,4.6%,100.0%,92.6%,7.4%,100.0%,7.4%,0.0%,4.6%
AUGUSTA RANCH ELEMENTARY,9430 E NEVILLE AVE,MESA,MARICOPA,85209,YES,RN,PUBLIC,116,91%,9%,100%,91.4%,8.6%,100.0%,92.2%,7.8%,100.0%,92.2%,7.8%,100.0%,92.2%,7.8%,100.0%,8.6%,0.0%,8.6%
CANYON RIM ELEMENTARY,3045 S CANYON RIM,MESA,MARICOPA,85212,YES,RN,PUBLIC,114,87%,12%,99%,87.7%,12.3%,100.0%,87.7%,12.3%,100.0%,91.2%,8.8%,100.0%,91.2%,8.8%,100.0%,11.4%,0.9%,7.0%
SPECTRUM ELEMENTARY,2846 S SPECTRUM WAY,GILBERT,MARICOPA,85295,YES,RN,PUBLIC,71,90%,10%,100%,91.5%,8.5%,100.0%,90.1%,9.9%,100.0%,91.5%,8.5%,100.0%,91.5%,8.5%,100.0%,9.9%,0.0%,7.0%
MERIDIAN ELEMENTARY,3900 S MOUNTAIN RD,MESA,MARICOPA,85212,YES,RN,PUBLIC,106,94%,4%,100%,94.3%,3.8%,100.0%,95.3%,4.7%,100.0%,93.4%,4.7%,100.0%,97.2%,2.8%,100.0%,4.7%,0.0%,2.8%
HIGHLAND PARK ELEMENTARY,230 N COLE DR,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,109,91%,9%,100%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,92.7%,7.3%,100.0%,10.1%,0.0%,8.3%
BORTON PRIMARY MAGNET SCHOOL,700 E 22ND ST,TUCSON,PIMA,85713,YES,RN,PUBLIC,39,92%,3%,95%,92.3%,2.6%,94.9%,92.3%,2.6%,94.9%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,2.6%,0.0%,2.6%
RATTLESNAKE RIDGE ELEMENTARY,8500 N CONTINENTAL LOOP DR,TUCSON,PIMA,85743,NO,,PUBLIC,59,86%,3%,90%,88.1%,3.4%,91.5%,88.1%,3.4%,91.5%,91.5%,3.4%,94.9%,94.9%,3.4%,98.3%,3.4%,0.0%,3.4%
QUARTZ HILL ELEMENTARY,3680 S QUARTZ ST,GILBERT,MARICOPA,85297,YES,RN,PUBLIC,61,95%,3%,100%,95.1%,3.3%,100.0%,95.1%,3.3%,100.0%,95.1%,1.6%,96.7%,100.0%,0.0%,100.0%,6.6%,0.0%,1.6%
COCHISE ELEMENTARY SCHOOL - SCOTTSDALE,9451 N 84TH ST,SCOTTSDALE,MARICOPA,85258,YES,RN,PUBLIC,100,95%,5%,100%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,92.0%,5.0%,100.0%,96.0%,4.0%,100.0%,7.0%,0.0%,2.0%
TAVAN ELEMENTARY SCHOOL,4610 E OSBORN RD,PHOENIX,MARICOPA,85018,YES,RN,PUBLIC,96,95%,5%,100%,94.8%,5.2%,100.0%,93.8%,6.3%,100.0%,92.7%,7.3%,100.0%,94.8%,5.2%,100.0%,8.3%,0.0%,5.2%
KIVA ELEMENTARY SCHOOL,6911 E MCDONALD DR,PARADISE VALLEY,MARICOPA,85253,YES,RN,PUBLIC,60,97%,3%,100%,96.7%,3.3%,100.0%,98.3%,1.7%,100.0%,91.7%,3.3%,100.0%,96.7%,3.3%,100.0%,3.3%,1.7%,1.7%
ECHO CANYON K-8 - SCOTTSDALE,4330 NORTH 62ND STREET,SCOTTSDALE,MARICOPA,85251,YES,RN,PUBLIC,22,95%,5%,100%,95.5%,4.5%,100.0%,90.9%,9.1%,100.0%,95.5%,4.5%,100.0%,100.0%,0.0%,100.0%,9.1%,0.0%,4.5%
PIMA ELEMENTARY SCHOOL,8330 E OSBORN RD,SCOTTSDALE,MARICOPA,85251,YES,RN,PUBLIC,59,92%,7%,98%,96.6%,1.7%,98.3%,88.1%,8.5%,96.6%,96.6%,3.4%,100.0%,94.9%,5.1%,100.0%,8.5%,0.0%,1.7%
HOPI ELEMENTARY SCHOOL,5110 E LAFAYETTE BLVD,PHOENIX,MARICOPA,85018,YES,RN,PUBLIC,95,87%,3%,91%,85.3%,3.2%,88.4%,88.4%,3.2%,91.6%,95.8%,3.2%,98.9%,96.8%,3.2%,100.0%,3.2%,0.0%,3.2%
GLADDEN FARMS ELEMENTARY SCHOOL,11745 W GLADDEN FARMS DR.,MARANA,PIMA,85653,NO,,PUBLIC,107,93%,6%,98%,92.5%,5.6%,98.1%,91.6%,5.6%,97.2%,90.7%,5.6%,96.3%,92.5%,5.6%,98.1%,5.6%,0.0%,5.6%
NAVAJO ELEMENTARY SCHOOL,7501 E OAK ST,SCOTTSDALE,MARICOPA,85257,YES,RN,PUBLIC,72,94%,6%,100%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,5.6%,0.0%,4.2%
HOHOKAM ELEMENTARY SCHOOL,8451 E OAK ST,SCOTTSDALE,MARICOPA,85257,YES,RN,PUBLIC,83,90%,7%,98%,90.4%,7.2%,97.6%,92.8%,4.8%,97.6%,91.6%,7.2%,98.8%,95.2%,4.8%,100.0%,7.2%,0.0%,3.6%
PUEBLO ELEMENTARY SCHOOL,6320 N 82ND ST,SCOTTSDALE,MARICOPA,85250,YES,RN,CHARTER,77,94%,5%,100%,93.5%,5.2%,100.0%,92.2%,5.2%,100.0%,89.6%,5.2%,100.0%,98.7%,1.3%,100.0%,5.2%,0.0%,5.2%
CHEROKEE ELEMENTARY SCHOOL,8801 N 56TH ST,SCOTTSDALE,MARICOPA,85253,YES,RN,PUBLIC,94,97%,3%,100%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,96.8%,3.2%,100.0%,100.0%,0.0%,100.0%,4.3%,0.0%,3.2%
SEQUOYA ELEMENTARY SCHOOL,11808 N 64TH ST,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,93,94%,2%,99%,93.5%,2.2%,98.9%,93.5%,3.2%,98.9%,96.8%,2.2%,98.9%,97.8%,1.1%,98.9%,3.2%,0.0%,2.2%
REDFIELD ELEMENTARY SCHOOL,9181 E REDFIELD RD,SCOTTSDALE,MARICOPA,85260,YES,RN,PUBLIC,72,97%,3%,100%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,100.0%,0.0%,100.0%,2.8%,0.0%,0.0%
CHEYENNE TRADITIONAL ELEMENTARY SCHOOL - SCOTTSDALE,13636 N 100TH ST,SCOTTSDALE,MARICOPA,85260,YES,RN,PUBLIC,97,96%,4%,100%,95.9%,4.1%,100.0%,96.9%,3.1%,100.0%,97.9%,2.1%,100.0%,99.0%,1.0%,100.0%,3.1%,1.0%,0.0%
CENTENNIAL ELEMENTARY SCHOOL,2200 W WETMORE RD,TUCSON,PIMA,85705,NO,,PUBLIC,62,98%,2%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.6%,0.0%,0.0%
ANASAZI ELEMENTARY,12121 N 124TH ST,SCOTTSDALE,MARICOPA,85259,YES,RN,PUBLIC,58,91%,7%,100%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,94.8%,5.2%,100.0%,94.8%,5.2%,100.0%,6.9%,1.7%,5.2%
DESERT CANYON ELEMENTARY,10203 E MCDOWELL MOUNTAIN RANCH RD,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,74,82%,7%,89%,79.7%,8.1%,87.8%,83.8%,6.8%,90.5%,86.5%,6.8%,93.2%,93.2%,2.7%,97.3%,9.5%,0.0%,2.7%
COPPER RIDGE SCHOOL,10101 E THOMPSON PEAK PKWY,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,51,88%,12%,100%,86.3%,13.7%,100.0%,86.3%,11.8%,100.0%,90.2%,9.8%,100.0%,92.2%,7.8%,100.0%,7.8%,2.0%,5.9%
HOMER DAVIS ELEMENTARY SCHOOL,4250 N ROMERO RD,TUCSON,PIMA,85705,NO,,PUBLIC,48,98%,0%,100%,97.9%,0.0%,100.0%,97.9%,0.0%,100.0%,97.9%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
HIGLEY TRADITIONAL ACADEMY,3391 E VEST AVE,GILBERT,MARICOPA,85295,NO,,PUBLIC,97,92%,7%,100%,93.8%,6.2%,100.0%,90.7%,9.3%,100.0%,93.8%,5.2%,100.0%,94.8%,5.2%,100.0%,9.3%,0.0%,4.1%
CORONADO ELEMENTARY SCHOOL,4333 S DE ANZA BLVD,GILBERT,MARICOPA,85297,NO,,PUBLIC,66,95%,5%,100%,95.5%,4.5%,100.0%,89.4%,10.6%,100.0%,93.9%,6.1%,100.0%,92.4%,7.6%,100.0%,12.1%,0.0%,3.0%
SAN TAN ELEMENTARY,3443 E CALISTOGA DR,GILBERT,MARICOPA,85297,NO,,PUBLIC,116,91%,9%,100%,90.5%,9.5%,100.0%,90.5%,8.6%,100.0%,92.2%,7.8%,100.0%,93.1%,6.9%,100.0%,9.5%,0.0%,9.5%
POWER RANCH ELEMENTARY,4351 S RANCH HOUSE PARKWAY,GILBERT,MARICOPA,85297,NO,,PUBLIC,68,93%,7%,100%,91.2%,8.8%,100.0%,91.2%,8.8%,100.0%,92.6%,7.4%,100.0%,91.2%,8.8%,100.0%,10.3%,0.0%,7.4%
GATEWAY POINTE ELEMENTARY,2069 S DELATORRE DR,HIGLEY,MARICOPA,85236,NO,,PUBLIC,99,88%,12%,100%,87.9%,12.1%,100.0%,87.9%,12.1%,100.0%,88.9%,11.1%,100.0%,91.9%,8.1%,100.0%,15.2%,0.0%,8.1%
CORTINA ELEMENTARY,19680 S 188TH ST,QUEEN CREEK,MARICOPA,81242,NO,,PUBLIC,66,91%,9%,100%,89.4%,10.6%,100.0%,87.9%,12.1%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,12.1%,0.0%,9.1%
CHAPARRAL ELEMENTARY SCHOOL-85295,3380 E FRYE RD,GILBERT,MARICOPA,85295,NO,,PUBLIC,100,91%,9%,100%,91.0%,9.0%,100.0%,91.0%,9.0%,100.0%,91.0%,9.0%,100.0%,91.0%,9.0%,100.0%,9.0%,0.0%,9.0%
CENTENNIAL ELEMENTARY SCHOOL,3507 S RANCH HOUSE PKWY,GILBERT,MARICOPA,85297,NO,,PUBLIC,71,89%,11%,100%,88.7%,11.3%,100.0%,88.7%,11.3%,100.0%,91.5%,8.5%,100.0%,90.1%,9.9%,100.0%,11.3%,0.0%,7.0%
BRIDGES ELEMENTARY SCHOOL,5205 S SOBOBA ST,GILBERT,MARICOPA,85298,YES,LPN,PUBLIC,109,92%,8%,100%,92.7%,7.3%,100.0%,93.6%,6.4%,100.0%,92.7%,7.3%,100.0%,94.5%,5.5%,100.0%,8.3%,0.0%,4.6%
WALTER DOUGLAS ELEMENTARY SCHOOL,3302 N FLOWING WELLS RD,TUCSON,PIMA,85705,NO,,PUBLIC,81,96%,1%,98%,96.3%,1.2%,97.5%,98.8%,1.2%,100.0%,97.5%,1.2%,98.8%,98.8%,1.2%,100.0%,1.2%,0.0%,1.2%
FIRESIDE ELEMENTARY SCHOOL,3725 E LONE CACTUS DR,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,99,92%,5%,97%,88.9%,5.1%,93.9%,87.9%,5.1%,92.9%,93.9%,4.0%,98.0%,96.0%,4.0%,100.0%,5.1%,0.0%,5.1%
CAMPO BELLO ELEMENTARY SCHOOL,2625 E GROVES AVE,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,114,91%,3%,94%,91.2%,2.6%,93.9%,93.0%,2.6%,95.6%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,2.6%,0.0%,2.6%
NORTH RANCH ELEMENTARY SCHOOL,16406 N 61ST PL,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,62,97%,3%,100%,98.4%,1.6%,100.0%,95.2%,4.8%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,4.8%,0.0%,0.0%
EAGLE RIDGE ELEMENTARY SCHOOL - PHONEIX,19801 N 13TH ST,PHOENIX,MARICOPA,85024,YES,RN,PUBLIC,59,98%,0%,100%,98.3%,0.0%,100.0%,94.9%,0.0%,96.6%,96.6%,0.0%,98.3%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
HIDDEN HILLS ELEMENTARY SCHOOL,1919 E SHARON DR,PHOENIX,MARICOPA,85022,YES,RN,PUBLIC,43,93%,2%,100%,93.0%,4.7%,100.0%,95.3%,4.7%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,4.7%,0.0%,4.7%
QUAIL RUN ELEMENTARY SCHOOL,3303 E UTOPIA RD,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,53,89%,9%,100%,88.7%,9.4%,100.0%,88.7%,9.4%,100.0%,90.6%,7.5%,100.0%,92.5%,7.5%,100.0%,9.4%,0.0%,7.5%
CACTUS VIEW ELEMENTARY SCHOOL,17602 N CENTRAL AVE,PHOENIX,MARICOPA,85022,YES,RN,PUBLIC,82,90%,6%,96%,90.2%,6.1%,96.3%,91.5%,4.9%,96.3%,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,7.3%,0.0%,7.3%
J  ROBERT HENDRICKS ELEMENTARY SCHOOL,3400 W ORANGE GROVE RD,TUCSON,PIMA,85741,NO,,PUBLIC,55,75%,5%,80%,72.7%,5.5%,78.2%,72.7%,5.5%,78.2%,90.9%,5.5%,96.4%,90.9%,5.5%,96.4%,5.5%,0.0%,3.6%
COPPER CANYON ELEMENTARY SCHOOL,17650 N 54TH ST,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,54,89%,7%,96%,87.0%,9.3%,96.3%,81.5%,1.9%,83.3%,81.5%,1.9%,83.3%,90.7%,1.9%,92.6%,1.9%,0.0%,1.9%
SONORAN SKY ELEMENTARY SCHOOL-85260,12990 N 75TH ST,SCOTTSDALE,MARICOPA,85260,YES,RN,PUBLIC,61,93%,7%,100%,93.4%,6.6%,100.0%,90.2%,9.8%,100.0%,98.4%,1.6%,100.0%,96.7%,3.3%,100.0%,9.8%,1.6%,4.9%
DESERT SHADOWS ELEMENTARY SCHOOL,5902 E SWEETWATER AVE,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,59,95%,5%,100%,94.9%,5.1%,100.0%,91.5%,6.8%,100.0%,94.9%,5.1%,100.0%,94.9%,5.1%,100.0%,5.1%,0.0%,5.1%
WILDFIRE ELEMENTARY,3997 E LOCKWOOD DR,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,32,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
INDIAN BEND ELEMENTARY SCHOOL,3633 E THUNDERBIRD RD,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,84,93%,1%,94%,95.2%,1.2%,96.4%,96.4%,1.2%,97.6%,98.8%,1.2%,100.0%,96.4%,1.2%,97.6%,1.2%,0.0%,1.2%
DESERT TRAILS ELEMENTARY SCHOOL,4315 E CASHMAN DR,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,90,99%,1%,100%,98.9%,1.1%,100.0%,97.8%,2.2%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,3.3%,0.0%,3.3%
WHISPERING WIND ACADEMY,15844 N 43RD ST,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,65,83%,8%,91%,83.1%,7.7%,90.8%,83.1%,7.7%,90.8%,83.1%,7.7%,90.8%,83.1%,7.7%,90.8%,9.2%,0.0%,9.2%
LARKSPUR ELEMENTARY SCHOOL,2430 E LARKSPUR DR,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,46,89%,7%,96%,91.3%,6.5%,97.8%,87.0%,6.5%,95.7%,89.1%,6.5%,95.7%,95.7%,4.3%,100.0%,6.5%,2.2%,6.5%
GRAYHAWK ELEMENTARY SCHOOL,7525 E GRAYHAWK DR,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,47,98%,2%,100%,97.9%,2.1%,100.0%,93.6%,6.4%,100.0%,97.9%,2.1%,100.0%,93.6%,6.4%,100.0%,6.4%,0.0%,4.3%
LAGUNA ELEMENTARY SCHOOL,5001 N SHANNON RD,TUCSON,PIMA,85705,NO,,PUBLIC,55,84%,0%,84%,83.6%,0.0%,83.6%,83.6%,0.0%,83.6%,94.5%,0.0%,94.5%,94.5%,0.0%,94.5%,0.0%,0.0%,0.0%
SUNSET CANYON SCHOOL,2727 E SIESTA LN,PHOENIX,MARICOPA,85050,NO,,PUBLIC,56,95%,0%,96%,82.1%,0.0%,82.1%,89.3%,0.0%,92.9%,89.3%,0.0%,92.9%,89.3%,0.0%,89.3%,0.0%,0.0%,0.0%
LIBERTY ELEMENTARY SCHOOL-85254,5125 E MARILYN RD,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,49,82%,18%,100%,85.7%,14.3%,100.0%,73.5%,22.4%,95.9%,79.6%,18.4%,98.0%,85.7%,14.3%,100.0%,22.4%,0.0%,14.3%
BOULDER CREEK ELEMENTARY - 85024,22801 N 22ND ST,PHOENIX,MARICOPA,85024,YES,RN,PUBLIC,94,98%,2%,100%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,98.9%,1.1%,100.0%,100.0%,0.0%,100.0%,2.1%,0.0%,0.0%
MERCURY MINE ELEMENTARY SCHOOL,9640 N 28TH ST,PHOENIX,MARICOPA,85028,YES,RN,PUBLIC,72,92%,8%,100%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,8.3%,0.0%,8.3%
ECHO MOUNTAIN PRIMARY SCHOOL,1750 E GROVERS AVE,PHOENIX,MARICOPA,85022,YES,RN,PRIVATE,109,83%,5%,87%,81.7%,4.6%,86.2%,84.4%,4.6%,89.0%,91.7%,4.6%,96.3%,94.5%,4.6%,99.1%,4.6%,0.0%,4.6%
PINNACLE PEAK ELEMENTARY,7690 E WILLIAMS DR,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,32,94%,0%,94%,84.4%,0.0%,84.4%,90.6%,0.0%,90.6%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
PALOMINO PRIMARY SCHOOL,15833 N 29TH ST,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,123,98%,1%,100%,97.6%,0.8%,98.4%,96.7%,1.6%,98.4%,99.2%,0.8%,100.0%,98.4%,1.6%,100.0%,0.8%,0.8%,0.0%
SANDPIPER ELEMENTARY SCHOOL,6724 E HEARN RD,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,75,92%,7%,99%,93.3%,5.3%,100.0%,94.7%,4.0%,100.0%,90.7%,6.7%,97.3%,96.0%,4.0%,100.0%,8.0%,0.0%,4.0%
ROBERT RICHARDSON ELEMENTARY SCHOOL,6901 N CAMINO DE LA TIERRA,TUCSON,PIMA,85741,NO,,PUBLIC,28,96%,0%,96%,96.4%,0.0%,96.4%,96.4%,0.0%,96.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DESERT SPRINGS PREPARATORY ELEMENTARY SCHOOL,6010 E ACOMA DR,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,49,96%,4%,100%,95.9%,4.1%,100.0%,85.7%,8.2%,93.9%,93.9%,6.1%,100.0%,95.9%,4.1%,100.0%,6.1%,2.0%,4.1%
DESERT COVE ELEMENTARY SCHOOL,11020 N 28TH ST,PHOENIX,MARICOPA,85028,YES,RN,CHARTER,48,96%,0%,100%,97.9%,0.0%,100.0%,93.8%,0.0%,95.8%,93.8%,0.0%,95.8%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAN MARCOS ELEMENTARY SCHOOL,451 W FRYE RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,52,88%,4%,96%,88.5%,3.8%,94.2%,92.3%,3.8%,96.2%,92.3%,1.9%,94.2%,98.1%,1.9%,100.0%,3.8%,0.0%,3.8%
GALVESTON ELEMENTARY SCHOOL,661 E GALVESTON ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,65,97%,3%,100%,96.9%,3.1%,100.0%,95.4%,4.6%,100.0%,98.5%,1.5%,100.0%,96.9%,3.1%,100.0%,6.2%,0.0%,0.0%
HARTFORD SYLVIA ENCINAS ELEMENTARY SCHOOL,700 N HARTFORD ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,99,95%,4%,100%,97.0%,3.0%,100.0%,96.0%,4.0%,100.0%,97.0%,3.0%,100.0%,98.0%,2.0%,100.0%,5.1%,0.0%,2.0%
MARION DONALDSON ELEMENTARY SCHOOL,2040 W OMAR DR,TUCSON,PIMA,85704,NO,,PUBLIC,39,95%,0%,97%,94.9%,0.0%,97.4%,97.4%,0.0%,97.4%,97.4%,0.0%,97.4%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
KNOX ELEMENTARY SCHOOL,700 W ORCHID LN,CHANDLER,MARICOPA,85225,NO,,PUBLIC,68,99%,1%,100%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,100.0%,0.0%,100.0%,1.5%,0.0%,1.5%
FRYE ELEMENTARY SCHOOL,801 E FRYE RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,91,92%,7%,100%,92.3%,6.6%,100.0%,93.4%,6.6%,100.0%,96.7%,2.2%,100.0%,96.7%,3.3%,100.0%,7.7%,0.0%,3.3%
ANNA MARIE JACOBSON  ELEMENTARY SCHOOL,1515 NW JACARANDA PKWY,CHANDLER,MARICOPA,85248,NO,,PUBLIC,70,90%,9%,100%,91.4%,8.6%,100.0%,91.4%,8.6%,100.0%,91.4%,8.6%,100.0%,92.9%,7.1%,100.0%,8.6%,0.0%,5.7%
SANBORN ELEMENTARY SCHOOL,700 N SUPERSTITION BLVD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,62,92%,8%,100%,91.9%,4.8%,100.0%,90.3%,4.8%,100.0%,95.2%,4.8%,100.0%,96.8%,3.2%,100.0%,4.8%,4.8%,4.8%
CHANDLER TRADITIONAL ACADEMY - GOODMAN CAMPUS,2600 W KNOX RD,CHANDLER,MARICOPA,85224,NO,,PUBLIC,101,98%,2%,100%,97.0%,2.0%,100.0%,97.0%,3.0%,100.0%,97.0%,2.0%,100.0%,98.0%,2.0%,100.0%,3.0%,0.0%,3.0%
WEINBERG ELEMENTARY SCHOOL,5245 S VAL VISTA DR,CHANDLER,MARICOPA,85249,NO,,PUBLIC,57,93%,7%,100%,93.0%,7.0%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,7.0%,0.0%,1.8%
JOHN M ANDERSEN ELEMENTARY SCHOOL,1350 N PENNINGTON ST,CHANDLER,MARICOPA,85224,NO,,PUBLIC,75,96%,4%,100%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,5.3%,0.0%,0.0%
MARSHALL HUMPHREY II ELEMENTARY SCHOOL,125 S 132ND ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,36,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.2%,2.8%,100.0%,100.0%,0.0%,100.0%,2.8%,0.0%,0.0%
SHUMWAY ELEMENTARY SCHOOL,1325 N SHUMWAY AVE,CHANDLER,MARICOPA,85225,NO,,PUBLIC,59,93%,5%,100%,94.9%,5.1%,100.0%,94.9%,5.1%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,6.8%,0.0%,1.7%
WINIFRED HARELSON ELEMENTARY SCHOOL,826 W CHAPALA DR,TUCSON,PIMA,85704,NO,,PUBLIC,47,91%,6%,100%,93.6%,6.4%,100.0%,93.6%,6.4%,100.0%,93.6%,6.4%,100.0%,93.6%,6.4%,100.0%,6.4%,0.0%,6.4%
DR HOWARD K CONLEY ELEMENTARY SCHOOL,500 S ARROWHEAD DR,CHANDLER,MARICOPA,85224,NO,,PUBLIC,89,92%,7%,100%,92.1%,5.6%,98.9%,93.3%,5.6%,100.0%,95.5%,3.4%,100.0%,95.5%,4.5%,100.0%,5.6%,1.1%,5.6%
RUDY G BOLOGNA ELEMENTARY,1625 E FRY RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,69,94%,6%,100%,94.2%,5.8%,100.0%,95.7%,4.3%,100.0%,97.1%,2.9%,100.0%,94.2%,5.8%,100.0%,7.2%,0.0%,0.0%
ROBERT AND DANELL TARWATER ELEMENTARY,2300 SOUTH GARDNER DRIVE,CHANDLER,MARICOPA,85248,NO,,PUBLIC,95,93%,6%,100%,92.6%,7.4%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,96.8%,3.2%,100.0%,9.5%,0.0%,3.2%
BASHA ELEMENTARY,3535 S BASHA RD,CHANDLER,MARICOPA,85248,NO,,PUBLIC,67,90%,10%,100%,89.6%,10.4%,100.0%,88.1%,11.9%,100.0%,89.6%,10.4%,100.0%,91.0%,9.0%,100.0%,13.4%,0.0%,9.0%
JANE D. HULL ELEMENTARY,2424 E MAREN DR,CHANDLER,MARICOPA,85249,NO,,PUBLIC,59,88%,12%,100%,88.1%,11.9%,100.0%,86.4%,11.9%,100.0%,88.1%,11.9%,100.0%,88.1%,11.9%,100.0%,11.9%,0.0%,10.2%
T DALE HANCOCK ELEMENTARY,2425 S PLEASANT DR,CHANDLER,MARICOPA,85286,NO,,PUBLIC,87,93%,7%,100%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,92.0%,8.0%,100.0%,93.1%,6.9%,100.0%,8.0%,0.0%,6.9%
NAVARRETE ELEMENTARY,6490 SOUTH SUN GROVES BOULEVARD,CHANDLER,MARICOPA,85249,NO,,PUBLIC,39,92%,8%,100%,92.3%,7.7%,100.0%,89.7%,10.3%,100.0%,92.3%,7.7%,100.0%,94.9%,5.1%,100.0%,10.3%,0.0%,7.7%
CHANDLER TRADITIONAL ACADEMY - LIBERTY CAMPUS,550 N EMMETT DR,CHANDLER,MARICOPA,85225,NO,,PUBLIC,99,97%,3%,100%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,97.0%,3.0%,100.0%,100.0%,0.0%,100.0%,4.0%,0.0%,0.0%
CHANDLER TRADITIONAL ACADEMY - FREEDOM,6040 SOUTH JOSLYN LANE,GILBERT,MARICOPA,85298,NO,,PUBLIC,84,85%,15%,100%,84.5%,15.5%,100.0%,84.5%,15.5%,100.0%,89.3%,10.7%,100.0%,89.3%,10.7%,100.0%,15.5%,0.0%,8.3%
