SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
SAGE ACADEMY,10220 N 25TH AVENUE,PHOENIX,MARICOPA,85021,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAGUARO ELEMENTARY SCHOOL,260 W MCMURRAY BLVD,CASA GRANDE,PINAL,85122,YES,RN,PUBLIC,63,93.7%,3.2%,98.4%,93.7%,3.2%,98.4%,93.7%,3.2%,98.4%,93.7%,3.2%,98.4%,95.2%,3.2%,98.4%,3.2%,0.0%,3.2%
SAHUARITA PRIMARY SCHOOL,350 W SAHUARITA RD,SAHUARITA,PIMA,85629,NO,,PUBLIC,92,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,3.3%,1.1%,2.2%
SAHUARO RANCH ELEMENTARY SCHOOL,10401 N 63RD AVE,GLENDALE,MARICOPA,85302,YES,RN,PUBLIC,74,95.9%,0.0%,95.9%,100.0%,0.0%,100.0%,94.6%,0.0%,94.6%,98.6%,0.0%,98.6%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAHUARO SCHOOL,12835 N 33RD AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,60,98.3%,0.0%,100.0%,100.0%,0.0%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,100.0%,0.0%,100.0%,3.3%,0.0%,0.0%
SAINT AMBROSE SCHOOL,300 S TUCSON BLVD,TUCSON,PIMA,85716,YES,RN,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT ANTHONY CATHOLIC SCHOOL,1400 E OWENS,SHOW LOW,NAVAJO,85901,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT ANTHONY OF PADUA ELMENTARY SCHOOL,501 E 2ND ST,CASA GRANDE,PINAL,85122,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT CATHERINE OF SIENA SCHOOL,6413 S CENTRAL AVE,PHOENIX,MARICOPA,85042,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT CYRIL OF ALEXANDRIA SCHOOL,4725 E PIMA ST,TUCSON,PIMA,85712,NO,,PRIVATE,31,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT ELIZABETH ANN SETON SCHOOL,8650 N SHANNON RD,TUCSON,PIMA,85742,YES,RN,PRIVATE,27,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,3.7%,0.0%,3.7%
SAINT FRANCIS OF ASSISI SCHOOL,700 W 18TH ST,YUMA,YUMA,85364,NO,,PRIVATE,25,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT FRANCIS XAVIER SCHOOL,4715 N CENTRAL AVE,PHOENIX,MARICOPA,85012,YES,RN,PRIVATE,59,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,1.7%,0.0%,1.7%
SAINT GREGORY SCHOOL,3440 N 18TH AVE,PHOENIX,MARICOPA,85015,YES,RN,PRIVATE,31,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,3.2%,0.0%,3.2%
SAINT JEROME CATHOLIC SCHOOL,10815 N 35TH AVE,PHOENIX,MARICOPA,85029,NO,,PRIVATE,22,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT JOHN THE EVANGELIST SCHOOL,600 W AJO WAY,TUCSON,PIMA,85713,NO,,PRIVATE,44,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,95.5%,2.3%,97.7%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,2.3%,0.0%,2.3%
SAINT JOHN VIANNEY CATHOLIC SCHOOL,539 LA PASADA BLVD,GOODYEAR,MARICOPA,,NO,,PRIVATE,40,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,95.0%,0.0%,95.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT JOHN XXIII CATHOLIC SCHOOL,16235 N 60TH ST,SCOTTSDALE,MARICOPA,85254,NO,,PRIVATE,52,78.8%,5.8%,84.6%,76.9%,5.8%,82.7%,86.5%,5.8%,92.3%,88.5%,5.8%,94.2%,90.4%,5.8%,96.2%,7.7%,1.9%,5.8%
SAINT JOSEPH CATHOLIC SCHOOL,215 S CRAYCROFT RD,TUCSON,PIMA,85711,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT LOUIS THE KING SCHOOL,4331 W MARYLAND AVE,GLENDALE,MARICOPA,85301,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT MARK'S EARLY CHILDHOOD CENTER,1431 W MAGEE RD,TUCSON,PIMA,85704,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT MARY-BASHA CATHOLIC SCHOOL,200 W GALVESTON ST,CHANDLER,MARICOPA,85225,YES,RN,PRIVATE,33,97.0%,3.0%,100.0%,100.0%,0.0%,100.0%,93.9%,3.0%,97.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.0%,3.0%,0.0%
SAINT MICHAEL'S PARISH DAY SCHOOL,602 N WILMOT RD,TUCSON,PIMA,85711,YES,RN,PRIVATE,28,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,96.4%,3.6%,100.0%,100.0%,0.0%,100.0%,3.6%,0.0%,0.0%
SAINT THERESA CATHOLIC SCHOOL,5001 E THOMAS RD,PHOENIX,MARICOPA,85018,YES,LPN,PRIVATE,39,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT THOMAS AQUINAS GRADE SCHOOL,13720 W THOMAS RD,AVONDALE,MARICOPA,85392,YES,RN,PRIVATE,45,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,2.2%,0.0%,2.2%
SAINT THOMAS THE APOSTLE CATHOLIC SCHOOL,4510 N 24TH ST,PHOENIX,MARICOPA,85016,YES,RN,PRIVATE,52,98.1%,1.9%,100.0%,96.2%,3.8%,100.0%,98.1%,1.9%,100.0%,96.2%,3.8%,100.0%,98.1%,1.9%,100.0%,3.8%,0.0%,0.0%
SAINT TIMOTHY CATHOLIC SCHOOL,2520 S ALMA SCHOOL RD,MESA,MARICOPA,85210,YES,RN,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT VINCENT DE PAUL CATHOLIC SCHOOL,3130 N 51ST AVE,PHOENIX,MARICOPA,85031,YES,RN,PRIVATE,48,97.9%,0.0%,97.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.9%,0.0%,97.9%,93.8%,0.0%,93.8%,0.0%,0.0%,0.0%
SAINTS SIMON AND JUDE SCHOOL,6351 N 27TH AVE,PHOENIX,MARICOPA,85017,YES,RN,PRIVATE,36,97.2%,0.0%,97.2%,97.2%,0.0%,97.2%,97.2%,0.0%,97.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SALK ELEMENTARY SCHOOL,7029 E BROWN RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,61,95.1%,1.6%,96.7%,95.1%,1.6%,96.7%,93.4%,1.6%,95.1%,98.4%,1.6%,100.0%,96.7%,1.6%,98.4%,1.6%,0.0%,1.6%
SALT RIVER ELEMENTARY SCHOOL,11582 E HIGHLAND RD,SCOTTSDALE,MARICOPA,85256,NO,,PRIVATE,34,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAM HUGHES ELEMENTARY SCHOOL,700 N WILSON AVE,TUCSON,PIMA,85719,YES,RN,PUBLIC,38,92.1%,0.0%,92.1%,92.1%,0.0%,92.1%,92.1%,0.0%,92.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAN CAYETANO ELEMENTARY SCHOOL,1412 W FRONTAGE RD,RIO RICO,SANTA CRUZ,85648,YES,RN,PUBLIC,64,95.3%,3.1%,100.0%,96.9%,3.1%,100.0%,95.3%,3.1%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,3.1%,0.0%,3.1%
SAN MARCOS ELEMENTARY SCHOOL,451 W FRYE RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,49,87.8%,6.1%,93.9%,85.7%,6.1%,93.9%,85.7%,8.2%,93.9%,87.8%,6.1%,93.9%,93.9%,2.0%,95.9%,6.1%,2.0%,6.1%
SAN TAN CHARTER SCHOOL,3959 E ELLIOT RD,GILBERT,MARICOPA,85234,YES,LPN,CHARTER,65,55.4%,18.5%,73.8%,56.9%,16.9%,73.8%,61.5%,15.4%,76.9%,75.4%,15.4%,90.8%,78.5%,13.8%,92.3%,4.6%,0.0%,4.6%
SAN TAN ELEMENTARY,3443 E CALISTOGA DR,GILBERT,MARICOPA,85297,NO,,PUBLIC,108,96.3%,3.7%,100.0%,95.4%,4.6%,100.0%,94.4%,4.6%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,6.5%,0.0%,2.8%
SANBORN ELEMENTARY SCHOOL,700 N SUPERSTITION BLVD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,62,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,4.8%,1.6%,4.8%
SANDERS ELEMENTARY SCHOOL,"I-40, HWY 191",SANDERS,APACHE,86512,NO,,PUBLIC,34,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SANDPIPER ELEMENTARY SCHOOL,6724 E HEARN RD,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,77,94.8%,2.6%,98.7%,96.1%,2.6%,100.0%,94.8%,2.6%,98.7%,92.2%,2.6%,97.4%,94.8%,2.6%,97.4%,2.6%,0.0%,2.6%
SANDRA DAY O'CONNOR ELEMENTARY SCHOOL,4840 E. ADOBE ST,MESA,MARICOPA,85205,YES,RN,PUBLIC,62,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,4.8%,0.0%,4.8%
SANTA CLARA ELEMENTARY SCHOOL,6910 S SANTA CLARA AVE,TUCSON,PIMA,85756,YES,RN,PUBLIC,38,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,2.6%,0.0%,2.6%
SANTA CRUZ CATHOLIC SCHOOL,29 W 22ND ST,TUCSON,PIMA,85713,YES,RN,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SANTA CRUZ ELEMENTARY,19845 N COSTA DEL SOL,MARICOPA,PINAL,85239,YES,RN,PUBLIC,73,91.8%,6.8%,100.0%,89.0%,9.6%,100.0%,91.8%,8.2%,100.0%,95.9%,4.1%,100.0%,94.5%,5.5%,100.0%,11.0%,0.0%,4.1%
SANTA FE ELEMENTARY SCHOOL,9880 N 77TH AVE,PEORIA,MARICOPA,85345,YES,RN,PUBLIC,52,94.2%,0.0%,96.2%,100.0%,0.0%,100.0%,98.1%,0.0%,98.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SANTA ROSA ELEMENTARY SCHOOL,21400 N SANTA ROSA DR,MARICOPA,PINAL,85239,YES,RN,PUBLIC,61,95.1%,3.3%,98.4%,95.1%,3.3%,98.4%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,3.3%,0.0%,3.3%
SANTAN ELEMENTARY SCHOOL,1550 E CHANDLER HEIGHTS RD,CHANDLER,MARICOPA,85249,NO,,PUBLIC,47,100.0%,0.0%,100.0%,97.9%,2.1%,100.0%,95.7%,4.3%,100.0%,100.0%,0.0%,100.0%,97.9%,2.1%,100.0%,6.4%,0.0%,0.0%
SARAH MARLEY SCHOOL,735 7TH ST,DOUGLAS,COCHISE,85607,YES,RN,PUBLIC,22,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,90.9%,0.0%,90.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SCALES TECHNOLOGY ACADEMY,1115 W 5TH ST,TEMPE,MARICOPA,85281,YES,RN,PUBLIC,81,92.6%,3.7%,100.0%,92.6%,7.4%,100.0%,93.8%,6.2%,100.0%,96.3%,3.7%,100.0%,97.5%,2.5%,100.0%,6.2%,0.0%,2.5%
SCOTT L LIBBY ELEMENTARY SCHOOL,18701 W THOMAS RD,LITCHFIELD PARK,MARICOPA,85340,YES,RN,PUBLIC,70,92.9%,4.3%,97.1%,92.9%,4.3%,97.1%,92.9%,4.3%,97.1%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,4.3%,0.0%,4.3%
SCOTTSDALE CHILD CARE & LEARNING CENTER @ CAREFREE,2717 W CAREFREE HWY PHOENIX MARICOPA 85085,,MARICOPA,,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOTTSDALE CHRISTIAN ACADEMY,14400 N TATUM BLVD PHOENIX MARICOPA 85032,,MARICOPA,,YES,RN,PRIVATE,52,84.6%,15.4%,100.0%,86.5%,13.5%,100.0%,86.5%,13.5%,100.0%,86.5%,13.5%,100.0%,86.5%,13.5%,100.0%,13.5%,1.9%,13.5%
SCOTTSDALE ONLINE LEARNING,7501 E VIRGINIA AVENUE,SCOTTSDALE,MARICOPA,85257,NO,,PUBLIC,131,93.1%,3.8%,96.9%,93.1%,4.6%,97.7%,91.6%,3.8%,95.4%,93.1%,4.6%,97.7%,96.2%,3.8%,100.0%,5.3%,0.0%,3.8%
SELF DEVELOPMENT ACADEMY GLENDALE,16635 N 51ST AVE,GLENDALE,MARICOPA,85306,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SELF DEVELOPMENT ACADEMY PHOENIX,1515 E INDIAN SCHOOL RD,PHOENIX,MARICOPA,,NO,,CHARTER,30,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,90.0%,10.0%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,10.0%,0.0%,3.3%
SELF DEVELOPMENT CHARTER SCHOOL-85202,1709 N GREENFIELD RD,MESA,MARICOPA,85205,NO,,CHARTER,72,93.1%,5.6%,98.6%,93.1%,5.6%,98.6%,90.3%,5.6%,95.8%,93.1%,5.6%,98.6%,94.4%,5.6%,100.0%,5.6%,0.0%,5.6%
SENITA VALLEY ELEMENTARY SCHOOL,10750 E BILBY RD,TUCSON,PIMA,85747,NO,,PUBLIC,96,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,95.8%,4.2%,100.0%,96.9%,3.1%,100.0%,99.0%,1.0%,100.0%,4.2%,0.0%,3.1%
SEQUOIA CHOICE SCHOOL ARIZONA DISTANCE LEARNING SCHOOL,HOME BASED,MESA,MARICOPA,85203,NO,,CHARTER,772,62.4%,22.4%,84.8%,61.5%,22.4%,83.9%,62.2%,36.7%,98.8%,70.2%,22.7%,92.9%,72.7%,22.0%,94.7%,29.5%,0.0%,21.2%
SEQUOIA LEHI CHARTER SCHOOL,2331 N HORNE,MESA,MARICOPA,85203,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SEQUOIA PATHWAY ACADEMY,19265 N. PORTER RD,MARICOPA,PINAL,85138,NO,,CHARTER,40,77.5%,10.0%,87.5%,70.0%,10.0%,80.0%,80.0%,7.5%,87.5%,90.0%,7.5%,97.5%,92.5%,5.0%,97.5%,10.0%,0.0%,0.0%
SEQUOIA VILLAGE,982 FULL HOUSE LN,SHOW LOW,NAVAJO,85901,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SEQUOYA ELEMENTARY SCHOOL,11808 N 64TH ST,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,94,95.7%,4.3%,100.0%,91.5%,8.5%,100.0%,90.4%,9.6%,100.0%,95.7%,4.3%,100.0%,96.8%,3.2%,100.0%,11.7%,1.1%,2.1%
SETTLERS POINT ELEMENTARY,423 E SETTLERS POINT,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,57,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,5.3%,0.0%,5.3%
SEVILLA PRIMARY SCHOOL,3801 W MISSOURI AVE,PHOENIX,MARICOPA,85019,YES,LPN,PUBLIC,108,95.4%,0.9%,96.3%,97.2%,0.9%,98.1%,94.4%,0.9%,95.4%,98.1%,0.9%,99.1%,99.1%,0.9%,100.0%,0.9%,0.0%,0.9%
SHAW BUTTE SCHOOL,12202 N 21ST AVE,PHOENIX,MARICOPA,85029,YES,RN,PUBLIC,80,96.3%,2.5%,100.0%,96.3%,2.5%,100.0%,97.5%,2.5%,100.0%,96.3%,3.8%,100.0%,98.8%,1.3%,100.0%,3.8%,0.0%,1.3%
SHEELY FARMS ELEMENTARY SCHOOL,9450 W ENCANTO BLVD,PHOENIX,MARICOPA,85037,YES,RN,PUBLIC,76,94.7%,0.0%,98.7%,98.7%,0.0%,100.0%,96.1%,0.0%,96.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SHUMWAY ELEMENTARY SCHOOL,1325 N SHUMWAY AVE,CHANDLER,MARICOPA,85225,NO,,PUBLIC,47,95.7%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,100.0%,0.0%,100.0%,97.9%,2.1%,100.0%,2.1%,0.0%,0.0%
SIERRA VERDE ELEMENTARY,7241 W ROSE GARDEN LN,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,70,98.6%,1.4%,100.0%,97.1%,1.4%,98.6%,97.1%,1.4%,98.6%,94.3%,1.4%,95.7%,98.6%,1.4%,100.0%,2.9%,0.0%,2.9%
SILVER VALLEY ELEMENTARY,9737 E TOLDEO AVE,MESA,MARICOPA,85212,NO,,PUBLIC,148,85.8%,8.1%,93.9%,87.2%,8.1%,95.3%,87.2%,8.1%,95.3%,89.2%,8.1%,97.3%,91.2%,8.1%,99.3%,8.1%,0.0%,8.1%
SILVESTRE S HERRERA SCHOOL,1350 S 11TH ST,PHOENIX,MARICOPA,85034,YES,RN,PUBLIC,40,95.0%,0.0%,95.0%,92.5%,0.0%,92.5%,92.5%,0.0%,92.5%,92.5%,0.0%,92.5%,92.5%,0.0%,92.5%,0.0%,0.0%,0.0%
SIRRINE ELEMENTARY SCHOOL,591 W MESQUITE ST,CHANDLER,MARICOPA,85225,YES,RN,PUBLIC,31,90.3%,0.0%,90.3%,96.8%,0.0%,96.8%,96.8%,0.0%,96.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SKY VIEW ELEMENTARY SCHOOL,8624 W SWEETWATER,PEORIA,MARICOPA,85381,YES,LPN,PUBLIC,40,95.0%,5.0%,100.0%,97.5%,2.5%,100.0%,92.5%,7.5%,100.0%,100.0%,0.0%,100.0%,97.5%,2.5%,100.0%,7.5%,0.0%,7.5%
SKYVIEW SCHOOL,125 S RUSH ST,PRESCOTT,YAVAPAI,86303,NO,,CHARTER,24,54.2%,37.5%,91.7%,58.3%,37.5%,95.8%,45.8%,37.5%,83.3%,58.3%,37.5%,95.8%,62.5%,37.5%,100.0%,37.5%,0.0%,37.5%
SMOKETREE ELEMENTARY SCHOOL,2395 SMOKETREE AVE,LAKE HAVASU CITY,MOHAVE,86403,YES,RN,PUBLIC,80,85.0%,10.0%,100.0%,87.5%,0.0%,87.5%,85.0%,10.0%,95.0%,91.3%,6.3%,97.5%,98.8%,0.0%,98.8%,10.0%,0.0%,10.0%
SOLANO SCHOOL,1526 W MISSOURI AVE,PHOENIX,MARICOPA,85015,NO,,PUBLIC,66,83.3%,0.0%,84.8%,86.4%,0.0%,86.4%,68.2%,0.0%,69.7%,78.8%,0.0%,81.8%,89.4%,0.0%,89.4%,0.0%,0.0%,0.0%
SOLENG TOM ELEMENTARY SCHOOL,10520 E CAMINO QUINCE,TUCSON,PIMA,85748,YES,RN,PUBLIC,55,98.2%,0.0%,100.0%,98.2%,0.0%,100.0%,98.2%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SOLOMON ELEMENTARY SCHOOL,2250 S STEVENS AVE,SOLOMON,GRAHAM,85546,NO,,PUBLIC,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SONOMA RANCH ELEMENTARY SCHOOL,601 N BISCAYNE DR,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,51,94.1%,2.0%,96.1%,96.1%,2.0%,98.0%,98.0%,2.0%,100.0%,96.1%,2.0%,98.0%,98.0%,2.0%,100.0%,2.0%,0.0%,2.0%
SONORAN FOOTHILLS SCHOOL,32150 N NORTH FOOTHILLS DR,PHOENIX,MARICOPA,85085,YES,RN,PUBLIC,56,98.2%,0.0%,100.0%,98.2%,0.0%,100.0%,98.2%,0.0%,100.0%,96.4%,0.0%,98.2%,98.2%,1.8%,100.0%,1.8%,0.0%,1.8%
SONORAN HEIGHTS ELEMENTARY,11405 N GREER RANCH PKWY,SURPRISE,MARICOPA,85379,YES,RN,PUBLIC,52,92.3%,5.8%,100.0%,92.3%,5.8%,100.0%,94.2%,5.8%,100.0%,96.2%,3.8%,100.0%,100.0%,0.0%,100.0%,7.7%,0.0%,0.0%
SONORAN SCIENCE ACADEMY - PEORIA,17667 N 91ST AVE,PEORIA,MARICOPA,85382,NO,,CHARTER,23,91.3%,8.7%,100.0%,91.3%,8.7%,100.0%,91.3%,8.7%,100.0%,91.3%,8.7%,100.0%,91.3%,8.7%,100.0%,8.7%,0.0%,8.7%
SONORAN SCIENCE ACADEMY - PHOENIX,3535 E MCDOWELL ROAD,PHOENIX,MARICOPA,85008,NO,,CHARTER,21,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,95.2%,4.8%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.8%,0.0%,0.0%
SONORAN SCIENCE ACADEMY - TUCSON,2325 E. SUNSET RD,TUCSON,PIMA,85741,NO,,CHARTER,27,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SONORAN SCIENCE ACADEMY EAST,7450 E STELLA RD,TUCSON,PIMA,85730,NO,,CHARTER,67,97.0%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.5%,0.0%,0.0%
SONORAN SKY ELEMENTARY SCHOOL-85260,12990 N 75TH ST,SCOTTSDALE,MARICOPA,85260,YES,RN,PUBLIC,60,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,93.3%,6.7%,100.0%,93.3%,5.0%,100.0%,100.0%,0.0%,100.0%,6.7%,0.0%,6.7%
SONORAN SKY ELEMENTARY SCHOOL-85307,10150 W MISSOURI AVE,GLENDALE,MARICOPA,85307,NO,,PUBLIC,51,90.2%,2.0%,94.1%,96.1%,2.0%,100.0%,90.2%,2.0%,94.1%,96.1%,2.0%,100.0%,98.0%,2.0%,100.0%,2.0%,0.0%,2.0%
SOPORI ELEMENTARY SCHOOL,5000 W ARIVACA RD,AMADO,PIMA,85645,YES,LPN,PUBLIC,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SOUSA ELEMENTARY SCHOOL,616 N MOUNTAIN RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,55,96.4%,1.8%,98.2%,96.4%,1.8%,98.2%,96.4%,3.6%,100.0%,96.4%,0.0%,96.4%,100.0%,0.0%,100.0%,5.5%,0.0%,0.0%
SOUTH PHOENIX PREP AND ARTS ACADEMY,7450 S 40TH ST,PHOENIX,MARICOPA,85042,NO,,CHARTER,55,87.3%,7.3%,94.5%,90.9%,7.3%,98.2%,89.1%,9.1%,98.2%,90.9%,7.3%,98.2%,90.9%,7.3%,98.2%,9.1%,0.0%,7.3%
SOUTHGATE ACADEMY,850 W VALENCIA RD,TUCSON,PIMA,85706,NO,,CHARTER,27,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.7%,0.0%,0.0%
