SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
ASHLAND ELEMENTARY,1945 S ASHLAND RANCH,GILBERT,MARICOPA,85295,YES,RN,PUBLIC,85,87.1%,8.2%,95.3%,83.5%,9.4%,95.3%,90.6%,9.4%,100.0%,92.9%,7.1%,100.0%,91.8%,8.2%,100.0%,94.1%,5.9%,100.0%,15.3%,1.2%,5.9%
ASHTON RANCH ELEMENTARY SCHOOL,14898 W ACOMA DR,SURPRISE,MARICOPA,85379,YES,LPN,PUBLIC,77,93.5%,6.5%,100.0%,92.2%,5.2%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,98.7%,1.3%,100.0%,7.8%,0.0%,0.0%
ASU PREPARATORY ACADEMY - PHOENIX ELEMENTARY,735 E FILLMORE ST,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,114,97.4%,1.8%,99.1%,96.5%,1.8%,98.2%,93.9%,1.8%,95.6%,96.5%,1.8%,98.2%,97.4%,1.8%,99.1%,96.5%,1.8%,98.2%,1.8%,0.0%,1.8%
ASU PREPARATORY ACADEMY - POLYTECHNIC ELEMENTARY SCHOOL,6950 E WILLIAMS FIELDS ROAD,MESA,MARICOPA,85212,YES,RN,PUBLIC,119,88.2%,9.2%,100.0%,88.2%,9.2%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,98.3%,1.7%,100.0%,99.2%,0.8%,100.0%,10.9%,0.0%,0.0%
ASU PREPARATORY ACADEMY - SOUTH PHOENIX PRIMARY,5610 S CENTRAL AVE,PHOENIX,MARICOPA,85040,YES,RN,CHARTER,36,77.8%,0.0%,77.8%,72.2%,0.0%,72.2%,97.2%,2.8%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.8%,0.0%,0.0%
AUDREY & ROBERT RYAN ELEMENTARY,4600 S BRIGHT ANGEL WAY,CHANDLER,MARICOPA,85249,NO,,PUBLIC,110,95.5%,2.7%,99.1%,95.5%,2.7%,99.1%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,5.5%,0.0%,2.7%
AUGUSTA RANCH ELEMENTARY,9430 E NEVILLE AVE,MESA,MARICOPA,85209,YES,RN,PUBLIC,152,86.8%,2.0%,91.4%,86.2%,2.6%,91.4%,98.7%,1.3%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,98.7%,1.3%,100.0%,2.6%,0.0%,2.6%
AUGUSTUS H SHAW JR SCHOOL,123 N 13TH ST,PHOENIX,MARICOPA,85034,YES,RN,PUBLIC,30,86.7%,6.7%,93.3%,83.3%,6.7%,90.0%,90.0%,10.0%,100.0%,96.7%,3.3%,100.0%,90.0%,10.0%,100.0%,93.3%,6.7%,100.0%,13.3%,0.0%,6.7%
AVALON ELEMENTARY,1045 S SAN MARCOS DR,APACHE JUNCTION,PINAL,85220,NO,,CHARTER,25,68.0%,8.0%,76.0%,64.0%,8.0%,72.0%,92.0%,8.0%,100.0%,92.0%,8.0%,100.0%,92.0%,8.0%,100.0%,92.0%,8.0%,100.0%,8.0%,0.0%,8.0%
AVONDALE MIDDLE SCHOOL,1406 N CENTRAL AVE,AVONDALE,MARICOPA,85323,YES,LPN,PUBLIC,126,39.7%,0.0%,41.3%,39.7%,0.0%,41.3%,98.4%,0.0%,98.4%,98.4%,0.0%,98.4%,98.4%,0.0%,98.4%,99.2%,0.0%,99.2%,0.0%,0.0%,0.0%
BAGDAD ELEMENTARY SCHOOL,515 BREEZY CIR,BAGDAD,YAVAPAI,86321,NO,,PUBLIC,36,91.7%,8.3%,100.0%,88.9%,11.1%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,97.2%,2.8%,100.0%,94.4%,5.6%,100.0%,11.1%,0.0%,0.0%
BALES ELEMENTARY SCHOOL,25400 W MARICOPA RD,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,73,91.8%,2.7%,95.9%,90.4%,2.7%,93.2%,97.3%,2.7%,100.0%,95.9%,2.7%,98.6%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,2.7%,0.0%,2.7%
BARBARA BUSH ELEMENTARY SCHOOL - 85205,4925 E INGRAM ST,MESA,MARICOPA,85205,YES,RN,PUBLIC,83,86.7%,8.4%,100.0%,85.5%,9.6%,100.0%,92.8%,7.2%,100.0%,94.0%,6.0%,100.0%,95.2%,4.8%,100.0%,96.4%,3.6%,100.0%,10.8%,0.0%,3.6%
BARCELONA ELEMENTARY SCHOOL,6530 N 44TH AVE,GLENDALE,MARICOPA,85301,YES,RN,PUBLIC,100,86.0%,2.0%,88.0%,85.0%,2.0%,87.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,2.0%,0.0%,2.0%
BASHA ELEMENTARY,3535 S BASHA RD,CHANDLER,MARICOPA,85248,NO,,PUBLIC,82,90.2%,6.1%,100.0%,90.2%,6.1%,100.0%,96.3%,3.7%,100.0%,95.1%,4.9%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,6.1%,1.2%,2.4%
BASHA HIGH SCHOOL,5990 S VAL VISTA DR,CHANDLER,MARICOPA,85249,YES,RN,PUBLIC,44,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,93.2%,6.8%,100.0%,97.7%,2.3%,100.0%,11.4%,0.0%,0.0%
BASIS - AHWATUKEE,10210 S 50TH PL,PHOENIX,MARICOPA,85044,NO,,CHARTER,148,75.0%,18.9%,100.0%,76.4%,17.6%,100.0%,93.2%,6.8%,100.0%,92.6%,7.4%,100.0%,94.6%,5.4%,100.0%,94.6%,5.4%,100.0%,20.9%,0.0%,3.4%
BASIS - CHANDLER,4825 S. ARIZONA AVE,CHANDLER,MARICOPA,85248,NO,,CHARTER,222,90.5%,5.0%,97.7%,91.0%,4.5%,97.7%,99.1%,0.9%,100.0%,98.6%,1.4%,100.0%,99.1%,0.9%,100.0%,98.6%,1.4%,100.0%,5.9%,0.9%,0.9%
BASIS - FLAGSTAFF,1700 N GEMINI DR,FLAGSTAFF,COCONINO,86001,YES,RN,CHARTER,94,87.2%,10.6%,100.0%,85.1%,12.8%,100.0%,93.6%,6.4%,100.0%,91.5%,8.5%,100.0%,88.3%,11.7%,100.0%,92.6%,7.4%,100.0%,23.4%,0.0%,4.3%
BASIS - MESA,5010 S EASTMARK PKWY,MESA,MARICOPA,85212,NO,,CHARTER,71,93.0%,7.0%,100.0%,93.0%,5.6%,100.0%,95.8%,4.2%,100.0%,94.4%,5.6%,100.0%,95.8%,4.2%,100.0%,97.2%,2.8%,100.0%,7.0%,0.0%,4.2%
BASIS - ORO VALLEY,11155 N. ORACLE RD,TUCSON,PIMA,85737,NO,,CHARTER,127,89.0%,9.4%,100.0%,87.4%,11.0%,100.0%,95.3%,4.7%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,13.4%,0.0%,1.6%
BASIS - PEORIA,9902 W YEARLING ROAD,PEORIA,MARICOPA,,NO,,CHARTER,191,96.3%,0.0%,100.0%,70.7%,25.7%,100.0%,95.3%,4.7%,100.0%,96.3%,3.7%,100.0%,96.9%,3.1%,100.0%,97.9%,2.1%,100.0%,4.7%,3.1%,2.1%
BASIS - PHOENIX,13231 N 22ND STREET,PHOENIX,MARICOPA,85022,NO,,CHARTER,167,71.3%,22.2%,100.0%,67.7%,24.6%,100.0%,95.2%,4.8%,100.0%,96.4%,3.6%,100.0%,97.6%,1.8%,100.0%,97.6%,2.4%,100.0%,26.3%,0.0%,1.2%
BASIS - SCOTTSDALE,10400 N. 128TH ST,SCOTTSDALE,MARICOPA,85259,NO,,CHARTER,204,92.6%,7.4%,100.0%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,95.6%,4.4%,100.0%,96.1%,3.9%,100.0%,10.8%,0.0%,0.0%
BASIS - TUCSON NORTH,5740 E RIVER RD,TUCSON,PIMA,85750,NO,,CHARTER,181,87.3%,11.6%,100.0%,87.3%,11.6%,100.0%,98.3%,1.7%,100.0%,97.8%,2.2%,100.0%,99.4%,0.6%,100.0%,100.0%,0.0%,100.0%,12.2%,0.0%,0.0%
BASIS GOODYEAR,15800 W SHERMAN ST,GOODYEAR,MARICOPA,85338,NO,,CHARTER,97,84.5%,10.3%,100.0%,79.4%,15.5%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,99.0%,1.0%,100.0%,16.5%,0.0%,2.1%
BASIS GOODYEAR PRIMARY,15800 W SHERMAN ST,GOODYEAR,MARICOPA,85338,NO,,CHARTER,97,84.5%,10.3%,100.0%,79.4%,15.5%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,99.0%,1.0%,100.0%,16.5%,0.0%,2.1%
BASIS PRESCOTT,1901 PRESCOTT LAKES PKWY,PRESCOTT,YAVAPAI,86301,NO,,PUBLIC,70,94.3%,5.7%,100.0%,72.9%,27.1%,100.0%,84.3%,15.7%,100.0%,90.0%,10.0%,100.0%,88.6%,11.4%,100.0%,94.3%,5.7%,100.0%,24.3%,0.0%,5.7%
BEAVER CREEK SCHOOL,4810 E BEAVER CREEK RD,RIMROCK,YAVAPAI,86335,NO,,PUBLIC,32,62.5%,0.0%,65.6%,62.5%,0.0%,65.6%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BEAVER DAM ELEMENTARY SCHOOL,3436 E RIO VIRGIN RD.,LITTLEFIELD,MOHAVE,86432,NO,,PUBLIC,22,95.5%,4.5%,100.0%,54.5%,22.7%,77.3%,86.4%,13.6%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,22.7%,0.0%,4.5%
BELEN SOTO ELEMENTARY SCHOOL,18601 W CAMPBELL AVE,GOODYEAR,MARICOPA,85395,YES,Both,PUBLIC,123,83.7%,4.9%,89.4%,78.9%,4.9%,83.7%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,4.9%,0.0%,2.4%
BELLA VISTA ELEMENTARY SCHOOL,801 N LENZNER AVE,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,51,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BELLAIR ELEMENTARY SCHOOL,4701 W GROVERS AVE,GLENDALE,MARICOPA,85308,YES,LPN,PUBLIC,32,93.8%,6.3%,100.0%,90.6%,9.4%,100.0%,90.6%,9.4%,100.0%,90.6%,9.4%,100.0%,93.8%,6.3%,100.0%,96.9%,3.1%,100.0%,12.5%,0.0%,0.0%
BENCHMARK SCHOOL,4120 E ACOMA DR,PHOENIX,MARICOPA,85032,NO,,CHARTER,63,9.5%,3.2%,96.8%,77.8%,3.2%,96.8%,84.1%,4.8%,88.9%,92.1%,4.8%,96.8%,95.2%,4.8%,100.0%,88.9%,4.8%,93.7%,4.8%,0.0%,4.8%
BENJAMIN FRANKLIN CHARTER SCHOOL - CRIMSON,22120 E. QUEEN CREEK RD,QUEEN CREEK,MARICOPA,85142,NO,,CHARTER,81,72.8%,23.5%,97.5%,72.8%,23.5%,97.5%,97.5%,2.5%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,22.2%,0.0%,2.5%
BENJAMIN FRANKLIN CHARTER SCHOOL - GILBERT,320 E WARNER RD,GILBERT,MARICOPA,85296,YES,RN,CHARTER,53,62.3%,35.8%,100.0%,62.3%,35.8%,100.0%,92.5%,7.5%,100.0%,98.1%,1.9%,100.0%,94.3%,5.7%,100.0%,98.1%,1.9%,100.0%,43.4%,0.0%,0.0%
BENJAMIN FRANKLIN CHARTER SCHOOL - POWER RD,22951 S POWER RD,GILBERT,MARICOPA,85298,NO,,CHARTER,96,57.3%,40.6%,100.0%,57.3%,40.6%,100.0%,79.2%,20.8%,100.0%,80.2%,19.8%,100.0%,82.3%,17.7%,100.0%,83.3%,16.7%,100.0%,39.6%,0.0%,15.6%
BENNETT ACADEMY - W BETHANY HOME RD,2930 W BETHANY HOME RD,PHOENIX,MARICOPA,85017,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BENSON PRIMARY SCHOOL,360 S PATAGONIA ST,BENSON,COCHISE,85602,NO,,PUBLIC,89,58.4%,0.0%,58.4%,58.4%,0.0%,58.4%,85.4%,0.0%,85.4%,86.5%,0.0%,86.5%,89.9%,0.0%,89.9%,92.1%,0.0%,92.1%,0.0%,0.0%,0.0%
BERNARD BLACK ELEMENTARY,6550 S 27TH AVE,PHOENIX,MARICOPA,85041,YES,RN,PUBLIC,67,86.6%,1.5%,88.1%,86.6%,1.5%,88.1%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,1.5%,0.0%,0.0%
BICENTENNIAL NORTH SCHOOL,7237 W MISSOURI AVE,GLENDALE,MARICOPA,85303,YES,RN,PUBLIC,74,91.9%,0.0%,91.9%,91.9%,0.0%,91.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BILLY LANE LAUFFER MIDDLE SCHOOL,5385 E LITTLETOWN RD,TUCSON,PIMA,,YES,RN,PUBLIC,64,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,95.3%,1.6%,100.0%,96.9%,3.1%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,3.1%,0.0%,1.6%
BILTMORE PREPARATORY ACADEMY,4601 N 34TH ST,PHOENIX,MARICOPA,85018,YES,LPN,PUBLIC,68,80.9%,4.4%,85.3%,80.9%,4.4%,85.3%,80.9%,4.4%,85.3%,94.1%,4.4%,98.5%,92.6%,4.4%,97.1%,95.6%,4.4%,100.0%,4.4%,0.0%,4.4%
BLACK MOUNTAIN ELEMENTARY SCHOOL,33016 N 60TH ST,CAVE CREEK,MARICOPA,85327,YES,RN,PUBLIC,84,81.0%,19.0%,100.0%,79.8%,19.0%,98.8%,94.0%,6.0%,100.0%,94.0%,6.0%,100.0%,94.0%,6.0%,100.0%,92.9%,7.1%,100.0%,22.6%,0.0%,4.8%
BLACK MOUNTAIN ELEMENTARY SCHOOL,3404 N SANTA MARIA RD,GOLDEN VALLEY,MOHAVE,86413,YES,LPN,PUBLIC,58,89.7%,8.6%,98.3%,87.9%,8.6%,96.6%,91.4%,8.6%,100.0%,91.4%,8.6%,100.0%,91.4%,8.6%,100.0%,91.4%,8.6%,100.0%,8.6%,0.0%,8.6%
BLUE RIDGE ELEMENTARY SCHOOL,1200 W WHITE MOUNTAIN BLVD,LAKESIDE,NAVAJO,85929,NO,,PUBLIC,123,84.6%,11.4%,97.6%,84.6%,11.4%,97.6%,89.4%,9.8%,99.2%,89.4%,9.8%,99.2%,88.6%,9.8%,98.4%,89.4%,9.8%,99.2%,11.4%,0.0%,9.8%
BONITA ELEMENTARY SCHOOL,18008 S FT GRANT RD,BONITA,GRAHAM,85643,NO,,PUBLIC,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BOOTH-FICKETT MATH/SCIENCE K-8 MAGNET SCHOOL,450 S MONTEGO DR,TUCSON,PIMA,85710,YES,RN,PUBLIC,94,98.9%,0.0%,98.9%,78.7%,0.0%,78.7%,98.9%,0.0%,98.9%,98.9%,0.0%,98.9%,98.9%,0.0%,98.9%,97.9%,1.1%,98.9%,1.1%,0.0%,0.0%
BORMAN ELEMENTARY SCHOOL,6630 LIGHTNING DR (DMAFB),TUCSON,PIMA,85708,YES,RN,PUBLIC,51,80.4%,0.0%,80.4%,80.4%,0.0%,80.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.0%,2.0%,100.0%,2.0%,0.0%,0.0%
BOULDER CREEK ELEMENTARY - 85024,22801 N 22ND ST,PHOENIX,MARICOPA,85024,YES,RN,PUBLIC,112,92.9%,6.3%,99.1%,92.9%,6.3%,99.1%,99.1%,0.9%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,6.3%,0.0%,1.8%
BOULDER CREEK ELEMENTARY - 85212,8045 E PORTOBELLO AVE,MESA,MARICOPA,85212,YES,RN,PUBLIC,62,100.0%,0.0%,100.0%,96.8%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BRET TARVER ELEMENTARY,4308 N 51ST AVE,PHOENIX,MARICOPA,85031,YES,RN,PUBLIC,88,86.4%,1.1%,87.5%,86.4%,1.1%,87.5%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.1%,0.0%,1.1%
BRIDGES ELEMENTARY SCHOOL,5205 S SOBOBA ST,GILBERT,MARICOPA,85298,NO,,PUBLIC,105,94.3%,4.8%,99.0%,94.3%,4.8%,99.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,99.0%,1.0%,100.0%,4.8%,0.0%,1.0%
BRIGHT BEGINNINGS SCHOOL #1 - N ANDERSEN BLVD,400 N ANDERSEN BLVD,CHANDLER,MARICOPA,85224,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BUCKEYE PRIMARY SCHOOL,210 S 6TH ST,BUCKEYE,MARICOPA,85326,YES,LPN,PUBLIC,91,85.7%,3.3%,89.0%,84.6%,3.3%,87.9%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,3.3%,0.0%,1.1%
BULLHEAD CITY JR HIGH SCHOOL,1062 HANCOCK RD,BULLHEAD CITY,MOHAVE,86442,NO,,PUBLIC,251,96.8%,3.2%,100.0%,96.0%,4.0%,100.0%,98.8%,0.8%,99.6%,99.2%,0.8%,100.0%,98.8%,1.2%,100.0%,99.2%,0.8%,100.0%,4.4%,0.0%,0.4%
BURK ELEMENTARY SCHOOL,545 N BURK ST,GILBERT,MARICOPA,85234,NO,,PUBLIC,28,92.9%,3.6%,96.4%,92.9%,3.6%,96.4%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,100.0%,0.0%,100.0%,3.6%,0.0%,0.0%
BURKE BASIC SCHOOL,131 E SOUTHERN AVE,MESA,MARICOPA,85210,YES,LPN,CHARTER,87,100.0%,0.0%,100.0%,95.4%,4.6%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.6%,0.0%,0.0%
BUTTERFIELD ELEMENTARY SCHOOL,3400 W MASSINGALE RD,TUCSON,PIMA,85741,NO,,PUBLIC,75,84.0%,2.7%,86.7%,81.3%,2.7%,84.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,96.0%,2.7%,98.7%,97.3%,2.7%,100.0%,2.7%,0.0%,2.7%
C E ROSE ELEMENTARY SCHOOL,710 W MICHIGAN DR,TUCSON,PIMA,85714,YES,RN,PUBLIC,104,73.1%,0.0%,74.0%,69.2%,0.0%,69.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
C O GREENFIELD SCHOOL,7009 S 10TH ST,PHOENIX,MARICOPA,85042,NO,,PUBLIC,111,85.6%,0.0%,85.6%,85.6%,0.0%,85.6%,99.1%,0.0%,99.1%,100.0%,0.0%,100.0%,98.2%,0.0%,98.2%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CACTUS MIDDLE SCHOOL,1220 E KORTSEN RD,CASA GRANDE,PINAL,85122,YES,RN,PUBLIC,245,90.2%,1.2%,93.1%,90.2%,1.2%,93.1%,91.8%,1.2%,93.1%,91.8%,1.2%,93.1%,91.8%,1.2%,93.1%,91.8%,1.2%,93.1%,1.2%,0.0%,1.2%
CACTUS VIEW ELEMENTARY SCHOOL,17602 N CENTRAL AVE,PHOENIX,MARICOPA,85022,YES,RN,PUBLIC,86,89.5%,2.3%,91.9%,87.2%,2.3%,89.5%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.3%,0.0%,0.0%
CACTUS WREN ELEMENTARY SCHOOL,9650 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,63,95.2%,1.6%,96.8%,93.7%,1.6%,95.2%,100.0%,0.0%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.2%,0.0%,0.0%
CALABASAS SCHOOL,131 CAMINO MARICOPA,RIO RICO,SANTA CRUZ,85648,YES,LPN,PUBLIC,102,90.2%,1.0%,91.2%,88.2%,1.0%,89.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.0%,0.0%,0.0%
CALIBRE ACADEMY SURPRISE,15688 W ACOMA DR,SURPRISE,MARICOPA,85379,NO,,CHARTER,62,66.1%,4.8%,72.6%,61.3%,4.8%,67.7%,93.5%,6.5%,100.0%,93.5%,4.8%,98.4%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,8.1%,0.0%,3.2%
CALVARY CHAPEL CHRISTIAN SCHOOL,8725 E SPEEDWAY BLVD,TUCSON,PIMA,85710,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAMELBACK ACADEMY,7634 W CAMELBACK RD,GLENDALE,MARICOPA,85303,NO,,CHARTER,55,60.0%,1.8%,61.8%,58.2%,1.8%,60.0%,94.5%,1.8%,96.4%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,1.8%,0.0%,1.8%
CAMP VERDE MIDDLE SCHOOL,370 CAMP LINCOLN RD,CAMP VERDE,YAVAPAI,86322,YES,RN,PUBLIC,114,53.5%,6.1%,60.5%,52.6%,6.1%,59.6%,88.6%,6.1%,94.7%,93.0%,5.3%,98.2%,93.9%,5.3%,99.1%,93.9%,5.3%,99.1%,7.9%,0.0%,4.4%
CAMPO BELLO ELEMENTARY SCHOOL,2625 E GROVES AVE,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,95,89.5%,2.1%,91.6%,89.5%,2.1%,91.6%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,98.9%,1.1%,100.0%,97.9%,2.1%,100.0%,2.1%,0.0%,0.0%
CANDEO NORTH SCOTTSDALE,7191 E ASHLER HILLS DRIVE,SCOTTSDALE,MARICOPA,85266,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CANDEO SCHOOLS,9965 W CALLE LEJOS,PEORIA,MARICOPA,85383,NO,,CHARTER,72,91.7%,5.6%,100.0%,91.7%,5.6%,100.0%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,6.9%,0.0%,5.6%
CANON SCHOOL,18800 E SCHOOL HOUSE RD,BLACK CANYON CITY,YAVAPAI,85324,NO,,PUBLIC,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CANYON BREEZE ELEMENTARY,11675 W ENCANTO BLVD,AVONDALE,MARICOPA,85392,NO,,PUBLIC,87,80.5%,1.1%,82.8%,78.2%,1.1%,80.5%,97.7%,1.1%,100.0%,97.7%,1.1%,100.0%,97.7%,1.1%,100.0%,98.9%,1.1%,100.0%,1.1%,0.0%,1.1%
CANYON DE CHELLY ELEMENTARY SCHOOL,HWY 191,CHINLE,APACHE,86503,NO,,PUBLIC,54,100.0%,0.0%,100.0%,98.1%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CANYON ELEMENTARY SCHOOL,5490 W PARADISE LN,GLENDALE,MARICOPA,85306,YES,RN,PUBLIC,29,82.8%,6.9%,89.7%,75.9%,6.9%,82.8%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,6.9%,0.0%,3.4%
CANYON POINTE ACADEMY,4941 W UNION HILLS DR,GLENDALE,MARICOPA,85308,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CANYON RIDGE ELEMENTARY,17359 WEST SURPRISE FARMS LOOP NORTH,SURPRISE,MARICOPA,85388,YES,RN,PUBLIC,119,89.9%,8.4%,100.0%,89.1%,10.1%,100.0%,95.8%,4.2%,100.0%,96.6%,3.4%,100.0%,95.8%,4.2%,100.0%,96.6%,3.4%,100.0%,10.1%,0.0%,3.4%
CANYON RIM ELEMENTARY,3045 S CANYON RIM,MESA,MARICOPA,85212,YES,RN,PUBLIC,79,88.6%,7.6%,98.7%,88.6%,7.6%,98.7%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,94.9%,5.1%,100.0%,96.2%,3.8%,100.0%,8.9%,0.0%,1.3%
CANYON SPRINGS,42901 N 45TH AVE,ANTHEM,MARICOPA,85087,YES,RN,PUBLIC,80,88.8%,7.5%,97.5%,88.8%,7.5%,97.5%,96.3%,3.8%,100.0%,96.3%,3.8%,100.0%,96.3%,3.8%,100.0%,96.3%,3.8%,100.0%,7.5%,0.0%,3.8%
CAPITOL ELEMENTARY SCHOOL,330 N 16TH AVE,PHOENIX,MARICOPA,85007,YES,RN,PUBLIC,54,77.8%,0.0%,92.6%,75.9%,0.0%,90.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
