SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
RON WATSON MIDDLE SCHOOL,9851 E 28TH ST,YUMA,YUMA,85365,YES,RN,PUBLIC,212,99.5%,0.5%,100.0%,97.6%,1.9%,100.0%,97.2%,2.4%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,99.5%,0.5%,100.0%,99.1%,0.9%,100.0%,3.3%,0.0%,0.0%
RONALD REAGAN FUNDAMENTAL SCHOOL,3200 W 16TH ST,YUMA,YUMA,85364,YES,Both,PUBLIC,94,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.9%,1.1%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.1%,0.0%,0.0%
ROOSEVELT ELEMENTARY SCHOOL,828 S VALENCIA,MESA,MARICOPA,85202,YES,RN,PUBLIC,87,97.7%,2.3%,100.0%,96.6%,2.3%,100.0%,96.6%,2.3%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,98.9%,1.1%,100.0%,97.7%,2.3%,100.0%,2.3%,0.0%,1.1%
ROSKRUGE BILINGUAL K-8 SCHOOL,501 E 6TH ST,TUCSON,PIMA,,YES,RN,PUBLIC,117,100.0%,0.0%,100.0%,99.1%,0.0%,99.1%,99.1%,0.0%,99.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
ROUND VALLEY MIDDLE SCHOOL,126 W 2ND ST,EAGAR,APACHE,85925,NO,,PUBLIC,97,93.8%,5.2%,100.0%,92.8%,5.2%,97.9%,91.8%,5.2%,96.9%,93.8%,5.2%,100.0%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,6.2%,1.0%,4.1%
ROYAL PALM MIDDLE SCHOOL,8520 N 19TH AVE,PHOENIX,MARICOPA,85021,NO,,PUBLIC,243,98.4%,0.8%,100.0%,96.7%,2.9%,100.0%,96.3%,3.3%,100.0%,98.4%,0.8%,100.0%,99.2%,0.8%,100.0%,98.8%,1.2%,100.0%,99.2%,0.8%,100.0%,4.1%,0.4%,0.8%
RUDY G BOLOGNA ELEMENTARY,1625 E FRY RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,80,95.0%,5.0%,100.0%,88.8%,6.3%,100.0%,90.0%,5.0%,100.0%,93.8%,6.3%,100.0%,96.3%,3.8%,100.0%,95.0%,5.0%,100.0%,96.3%,3.8%,100.0%,10.0%,0.0%,3.8%
RUTH FISHER ELEMENTARY SCHOOL,38201 W INDIAN SCHOOL RD,TONOPAH,MARICOPA,85354,NO,,PUBLIC,169,92.9%,1.8%,94.7%,93.5%,1.8%,95.3%,47.9%,1.8%,95.3%,96.4%,1.2%,97.6%,92.9%,1.8%,94.7%,92.3%,1.2%,94.7%,92.3%,1.2%,93.5%,1.8%,0.0%,1.2%
RUTH POWELL ELEMENTARY SCHOOL,1041 S 14TH AVE,SAFFORD,GRAHAM,85546,YES,RN,PUBLIC,77,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SACATON MIDDLE SCHOOL,SKILL CENTER RD,SACATON,PINAL,85247,YES,RN,PUBLIC,67,100.0%,0.0%,100.0%,91.0%,0.0%,92.5%,91.0%,0.0%,92.5%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SACRED HEART CATHOLIC SCHOOL,207 W OAK ST,NOGALES,SANTA CRUZ,85621,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SACRED HEART ELEMENTARY SCHOOL,131 N SUMMIT AVE,PRESCOTT,YAVAPAI,86301,YES,RN,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAFFORD ELEMENTARY SCHOOL,200 E 13TH ST,TUCSON,PIMA,,YES,RN,PUBLIC,103,100.0%,0.0%,100.0%,91.3%,0.0%,91.3%,91.3%,0.0%,91.3%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAHUARITA MIDDLE SCHOOL,350 W SAHUARITA RD,SAHUARITA,PIMA,85629,NO,,PUBLIC,194,99.0%,1.0%,100.0%,96.9%,1.5%,100.0%,96.9%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,99.0%,1.0%,100.0%,98.5%,1.5%,100.0%,2.6%,2.6%,1.5%
SAHUARO SCHOOL,12835 N 33RD AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,82,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,96.3%,3.7%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,100.0%,0.0%,100.0%,3.7%,0.0%,3.7%
SAINT AGNES CATHOLIC SCHOOL,2311 E PALM LN,PHOENIX,MARICOPA,85006,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT AMBROSE SCHOOL,300 S TUCSON BLVD,TUCSON,PIMA,85716,YES,RN,PRIVATE,26,100.0%,0.0%,100.0%,96.2%,0.0%,100.0%,96.2%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT ANTHONY OF PADUA ELMENTARY SCHOOL,501 E 2ND ST,CASA GRANDE,PINAL,85122,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT CYRIL OF ALEXANDRIA SCHOOL,4725 E PIMA ST,TUCSON,PIMA,85712,NO,,PRIVATE,45,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.8%,2.2%,100.0%,100.0%,0.0%,100.0%,2.2%,0.0%,0.0%
SAINT ELIZABETH ANN SETON SCHOOL,8650 N SHANNON RD,TUCSON,PIMA,85742,YES,RN,PRIVATE,29,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,96.6%,3.4%,100.0%,100.0%,0.0%,100.0%,3.4%,0.0%,0.0%
SAINT FRANCIS OF ASSISI SCHOOL,700 W 18TH ST,YUMA,YUMA,85364,NO,,PRIVATE,27,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,7.4%,0.0%,7.4%
SAINT GREGORY SCHOOL,3440 N 18TH AVE,PHOENIX,MARICOPA,85015,YES,LPN,PRIVATE,44,97.7%,2.3%,100.0%,90.9%,2.3%,93.2%,90.9%,2.3%,93.2%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,2.3%,0.0%,2.3%
SAINT JEROME CATHOLIC SCHOOL,10815 N 35TH AVE,PHOENIX,MARICOPA,85029,NO,,PRIVATE,24,100.0%,0.0%,100.0%,95.8%,4.2%,100.0%,91.7%,8.3%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,8.3%,0.0%,0.0%
SAINT JOHN THE EVANGELIST SCHOOL,600 W AJO WAY,TUCSON,PIMA,85713,NO,,PRIVATE,46,100.0%,0.0%,100.0%,95.7%,2.2%,97.8%,95.7%,2.2%,97.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.2%,0.0%,0.0%
SAINT JOHN VIANNEY CATHOLIC SCHOOL,539 LA PASADA BLVD,GOODYEAR,MARICOPA,,NO,,PRIVATE,47,100.0%,0.0%,100.0%,97.9%,0.0%,100.0%,97.9%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT JOHN XXIII CATHOLIC SCHOOL,16235 N 60TH ST,SCOTTSDALE,MARICOPA,85254,YES,RN,PRIVATE,70,94.3%,5.7%,100.0%,87.1%,12.9%,100.0%,87.1%,12.9%,100.0%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,12.9%,0.0%,5.7%
SAINT JOHNS MIDDLE SCHOOL,555 W 7TH SOUTH,SAINT JOHNS,APACHE,,NO,,PUBLIC,57,89.5%,10.5%,100.0%,86.0%,14.0%,100.0%,80.7%,19.3%,100.0%,73.7%,26.3%,100.0%,87.7%,12.3%,100.0%,89.5%,10.5%,100.0%,87.7%,12.3%,100.0%,26.3%,0.0%,8.8%
SAINT JOSEPH CATHOLIC SCHOOL,215 S CRAYCROFT RD,TUCSON,PIMA,85711,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT LOUIS THE KING SCHOOL,4331 W MARYLAND AVE,GLENDALE,MARICOPA,85301,NO,,PRIVATE,29,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT MARY-BASHA CATHOLIC SCHOOL,200 W GALVESTON ST,CHANDLER,MARICOPA,85225,YES,RN,PRIVATE,46,100.0%,0.0%,100.0%,93.5%,0.0%,95.7%,93.5%,0.0%,95.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.8%,2.2%,100.0%,100.0%,0.0%,100.0%,2.2%,0.0%,0.0%
SAINT MICHAEL'S PARISH DAY SCHOOL,602 N WILMOT RD,TUCSON,PIMA,85711,YES,RN,PRIVATE,34,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,94.1%,5.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,2.9%,2.9%,2.9%
SAINT PETER INDIAN MISSION SCHOOL,1500 N ST PETER RD,BAPCHULE,PINAL,,YES,RN,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT THERESA CATHOLIC SCHOOL,5001 E THOMAS RD,PHOENIX,MARICOPA,85018,YES,RN,PRIVATE,46,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT THOMAS AQUINAS GRADE SCHOOL,13720 W THOMAS RD,AVONDALE,MARICOPA,85392,YES,RN,PRIVATE,48,93.8%,6.3%,100.0%,91.7%,6.3%,100.0%,91.7%,6.3%,100.0%,93.8%,6.3%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,6.3%,0.0%,4.2%
SAINT THOMAS THE APOSTLE CATHOLIC SCHOOL,4510 N 24TH ST,PHOENIX,MARICOPA,85016,YES,RN,PRIVATE,53,96.2%,3.8%,100.0%,94.3%,3.8%,98.1%,94.3%,3.8%,98.1%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,94.3%,5.7%,100.0%,96.2%,3.8%,100.0%,7.5%,0.0%,3.8%
SAINT TIMOTHY CATHOLIC SCHOOL,2520 S ALMA SCHOOL RD,MESA,MARICOPA,85210,YES,RN,PRIVATE,22,95.5%,4.5%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,95.5%,4.5%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,95.5%,4.5%,100.0%,9.1%,0.0%,4.5%
SAINT VINCENT DE PAUL CATHOLIC SCHOOL,3130 N 51ST AVE,PHOENIX,MARICOPA,85031,NO,,PRIVATE,50,100.0%,0.0%,100.0%,96.0%,0.0%,100.0%,50.0%,0.0%,50.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINTS PETER & PAUL CATHOLIC SCHOOL,1436 N CAMPBELL AVE,TUCSON,PIMA,85719,YES,RN,PRIVATE,56,98.2%,1.8%,100.0%,96.4%,1.8%,100.0%,92.9%,3.6%,98.2%,98.2%,1.8%,100.0%,96.4%,3.6%,100.0%,98.2%,1.8%,100.0%,96.4%,3.6%,100.0%,5.4%,0.0%,1.8%
SAINTS SIMON AND JUDE SCHOOL,6351 N 27TH AVE,PHOENIX,MARICOPA,85017,YES,RN,PRIVATE,51,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,92.2%,7.8%,100.0%,96.1%,3.9%,100.0%,92.2%,7.8%,100.0%,96.1%,3.9%,100.0%,94.1%,5.9%,100.0%,7.8%,0.0%,3.9%
SALK ELEMENTARY SCHOOL,7029 E BROWN RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,91,97.8%,1.1%,100.0%,95.6%,1.1%,97.8%,95.6%,1.1%,97.8%,97.8%,1.1%,100.0%,98.9%,1.1%,100.0%,97.8%,1.1%,100.0%,97.8%,2.2%,100.0%,1.1%,2.2%,1.1%
SAN CARLOS INTERMEDIATE,SAN CARLOS AVE & YAVAPAI ST NE,SAN CARLOS,GILA,,YES,RN,PUBLIC,119,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAN FRANCISCO DE ASIS CATHOLIC SCHOOL,1600 E RTE 66,FLAGSTAFF,COCONINO,86001,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAN MARCOS ELEMENTARY SCHOOL,451 W FRYE RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,56,100.0%,0.0%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.2%,1.8%,100.0%,5.4%,0.0%,0.0%
SAN TAN CHARTER SCHOOL,3959 E ELLIOT RD,GILBERT,MARICOPA,85234,YES,LPN,CHARTER,71,91.5%,7.0%,100.0%,93.0%,7.0%,100.0%,33.8%,7.0%,40.8%,90.1%,7.0%,100.0%,88.7%,8.5%,97.2%,87.3%,7.0%,100.0%,91.5%,7.0%,98.6%,7.0%,0.0%,7.0%
SAN TAN ELEMENTARY,3443 E CALISTOGA DR,GILBERT,MARICOPA,85297,NO,,PUBLIC,120,96.7%,3.3%,100.0%,93.3%,4.2%,100.0%,93.3%,4.2%,100.0%,95.8%,4.2%,100.0%,94.2%,5.8%,100.0%,100.0%,0.0%,100.0%,95.8%,4.2%,100.0%,5.8%,0.0%,3.3%
SAN TAN HEIGHTS ELEMENTARY,2500 W SAN TAN HEIGHTS BLVD,QUEEN CREEK,PINAL,85142,NO,,PUBLIC,115,93.0%,0.0%,100.0%,74.8%,0.9%,100.0%,68.7%,0.0%,100.0%,93.9%,0.0%,100.0%,94.8%,0.0%,100.0%,93.9%,0.0%,93.9%,100.0%,0.0%,100.0%,3.5%,0.0%,3.5%
SANBORN ELEMENTARY SCHOOL,700 N SUPERSTITION BLVD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,107,94.4%,5.6%,100.0%,96.3%,0.9%,100.0%,95.3%,1.9%,100.0%,94.4%,5.6%,100.0%,93.5%,6.5%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,7.5%,0.9%,4.7%
SANDERS MIDDLE SCHOOL,"I-40, HWY 191",SANDERS,APACHE,,NO,,PUBLIC,45,100.0%,0.0%,100.0%,93.3%,0.0%,95.6%,91.1%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SANDPIPER ELEMENTARY SCHOOL,6724 E HEARN RD,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,62,95.2%,4.8%,100.0%,80.6%,4.8%,85.5%,77.4%,4.8%,82.3%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,4.8%,0.0%,4.8%
SANDRA DAY O'CONNOR ELEMENTARY SCHOOL,4840 E. ADOBE ST,MESA,MARICOPA,85205,YES,RN,PUBLIC,84,100.0%,0.0%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.2%,0.0%,0.0%
SANTA CLARA ELEMENTARY SCHOOL,6910 S SANTA CLARA AVE,TUCSON,PIMA,85756,YES,RN,PUBLIC,82,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SANTA CRUZ CATHOLIC SCHOOL,29 W 22ND ST,TUCSON,PIMA,85713,YES,RN,PRIVATE,28,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SANTA FE ELEMENTARY SCHOOL,9880 N 77TH AVE,PEORIA,MARICOPA,85345,YES,LPN,PUBLIC,89,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,97.8%,2.2%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,96.6%,3.4%,100.0%,100.0%,0.0%,100.0%,3.4%,0.0%,0.0%
SANTAN ELEMENTARY SCHOOL,1550 E CHANDLER HEIGHTS RD,CHANDLER,MARICOPA,85249,NO,,PUBLIC,111,100.0%,0.0%,100.0%,89.2%,1.8%,100.0%,90.1%,1.8%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.7%,0.0%,0.0%
SATORI CHARTER SCHOOL 2-8TH,3727 N 1ST AVE,TUCSON,PIMA,85719,NO,,CHARTER,29,96.6%,3.4%,100.0%,89.7%,10.3%,100.0%,89.7%,10.3%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,89.7%,10.3%,100.0%,96.6%,3.4%,100.0%,17.2%,0.0%,3.4%
SCOTTSDALE CHRISTIAN ACADEMY,14400 N TATUM BLVD PHOENIX MARICOPA 85032,,MARICOPA,,YES,RN,PRIVATE,70,90.0%,10.0%,100.0%,78.6%,21.4%,100.0%,74.3%,25.7%,100.0%,90.0%,10.0%,100.0%,88.6%,11.4%,100.0%,88.6%,11.4%,100.0%,91.4%,8.6%,100.0%,25.7%,0.0%,8.6%
SCOTTSDALE PREPARATORY ACADEMY,16537 N 92ND ST,SCOTTSDALE,MARICOPA,85260,YES,RN,CHARTER,169,95.9%,4.1%,100.0%,91.1%,8.9%,100.0%,91.1%,8.9%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,93.5%,6.5%,100.0%,94.7%,5.3%,100.0%,10.7%,1.2%,4.1%
SECRIST MIDDLE SCHOOL,3400 S HOUGHTON RD,TUCSON,PIMA,85730,YES,RN,PUBLIC,111,100.0%,0.0%,100.0%,98.2%,0.9%,99.1%,98.2%,0.9%,99.1%,98.2%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.9%,0.0%,0.0%
SEDONA CHARTER SCHOOL,165 KACHINA DR,SEDONA,YAVAPAI,,NO,,CHARTER,24,58.3%,41.7%,100.0%,54.2%,37.5%,95.8%,54.2%,41.7%,100.0%,58.3%,41.7%,100.0%,62.5%,33.3%,95.8%,66.7%,33.3%,100.0%,66.7%,33.3%,100.0%,45.8%,0.0%,33.3%
SELF DEVELOPMENT ACADEMY PHOENIX,1515 E INDIAN SCHOOL RD,PHOENIX,MARICOPA,,NO,,CHARTER,29,89.7%,6.9%,100.0%,89.7%,6.9%,96.6%,89.7%,6.9%,96.6%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,6.9%,0.0%,6.9%
SELF DEVELOPMENT CHARTER SCHOOL,1709 N GREENFIELD RD,MESA,MARICOPA,85205,NO,,CHARTER,61,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,85.2%,6.6%,95.1%,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,6.6%,0.0%,4.9%
SEQUOIA CHOICE SCHOOL ARIZONA DISTANCE LEARNING SCHOOL,HOME BASED,MESA,MARICOPA,85203,NO,,CHARTER,85,56.5%,38.8%,95.3%,32.9%,60.0%,95.3%,30.6%,64.7%,95.3%,50.6%,44.7%,95.3%,54.1%,41.2%,95.3%,57.6%,37.6%,95.3%,58.8%,36.5%,95.3%,65.9%,0.0%,29.4%
SEQUOIA LEHI CHARTER SCHOOL,2331 N HORNE,MESA,MARICOPA,85203,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SEQUOIA PATHWAY ACADEMY,19265 N. PORTER RD,MARICOPA,PINAL,85138,NO,,CHARTER,100,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,5.0%,0.0%,5.0%
SEQUOIA VILLAGE,982 FULL HOUSE LN,SHOW LOW,NAVAJO,85901,NO,,CHARTER,26,96.2%,3.8%,100.0%,88.5%,7.7%,96.2%,88.5%,7.7%,96.2%,88.5%,3.8%,92.3%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,7.7%,0.0%,3.8%
SETTLERS POINT ELEMENTARY,423 E SETTLERS POINT,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,97,99.0%,1.0%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,99.0%,1.0%,100.0%,97.9%,2.1%,100.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,3.1%,0.0%,1.0%
SEVILLA WEST SCHOOL,3851 W MISSOURI AVE,PHOENIX,MARICOPA,85019,NO,,PUBLIC,225,98.7%,0.4%,100.0%,88.9%,0.4%,96.0%,88.4%,0.4%,95.6%,98.7%,0.4%,100.0%,99.1%,0.4%,100.0%,98.7%,0.4%,99.6%,99.6%,0.4%,100.0%,0.4%,0.0%,0.4%
SHAW BUTTE SCHOOL,12202 N 21ST AVE,PHOENIX,MARICOPA,85029,YES,RN,PUBLIC,99,96.0%,4.0%,100.0%,91.9%,8.1%,100.0%,91.9%,8.1%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,97.0%,3.0%,100.0%,96.0%,4.0%,100.0%,9.1%,0.0%,2.0%
SHEELY FARMS ELEMENTARY SCHOOL,9450 W ENCANTO BLVD,PHOENIX,MARICOPA,85037,YES,RN,PUBLIC,79,94.9%,2.5%,97.5%,94.9%,5.1%,100.0%,94.9%,5.1%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,6.3%,0.0%,0.0%
SHOW LOW JUNIOR HIGH SCHOOL,761 E MCNEIL,SHOW LOW,NAVAJO,85901,NO,,PUBLIC,209,92.8%,7.2%,100.0%,77.5%,20.1%,97.6%,77.5%,20.1%,97.6%,79.4%,9.1%,88.5%,92.8%,7.2%,100.0%,92.8%,7.2%,100.0%,93.3%,6.7%,100.0%,21.1%,0.5%,6.7%
SHUMWAY ELEMENTARY SCHOOL,1325 N SHUMWAY AVE,CHANDLER,MARICOPA,85225,NO,,PUBLIC,72,98.6%,1.4%,100.0%,86.1%,9.7%,100.0%,84.7%,11.1%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,12.5%,0.0%,1.4%
SIERRA MIDDLE SCHOOL,5801 S DEL MORAL BLVD,TUCSON,PIMA,85706,YES,RN,PUBLIC,125,100.0%,0.0%,100.0%,99.2%,0.0%,100.0%,99.2%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SIERRA VERDE ELEMENTARY,7241 W ROSE GARDEN LN,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,109,96.3%,3.7%,100.0%,87.2%,6.4%,93.6%,86.2%,6.4%,92.7%,98.2%,0.0%,98.2%,95.4%,1.8%,97.2%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,4.6%,2.8%,2.8%
SILVER VALLEY ELEMENTARY,9737 E TOLDEO AVE,MESA,MARICOPA,85212,NO,,PUBLIC,60,90.0%,5.0%,96.7%,90.0%,6.7%,96.7%,50.0%,6.7%,96.7%,86.7%,6.7%,93.3%,86.7%,6.7%,93.3%,90.0%,5.0%,100.0%,90.0%,6.7%,96.7%,6.7%,0.0%,5.0%
