SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
SAINT FRANCIS OF ASSISI SCHOOL,700 W 18TH ST,YUMA,YUMA,85364,NO,,PRIVATE,30,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT FRANCIS XAVIER SCHOOL,4715 N CENTRAL AVE,PHOENIX,MARICOPA,85012,YES,RN,PRIVATE,77,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,1.3%,0.0%,1.3%
SAINT GREGORY SCHOOL,3440 N 18TH AVE,PHOENIX,MARICOPA,85015,YES,RN,PRIVATE,44,100.0%,0.0%,100.0%,97.7%,0.0%,97.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.7%,0.0%,97.7%,0.0%,0.0%,0.0%
SAINT JEROME CATHOLIC SCHOOL,10815 N 35TH AVE,PHOENIX,MARICOPA,85029,NO,,PRIVATE,<20,93.3%,0.0%,100.0%,93.3%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT JOHN THE EVANGELIST SCHOOL,600 W AJO WAY,TUCSON,PIMA,85713,NO,,PRIVATE,45,93.3%,0.0%,100.0%,93.3%,0.0%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,8.9%,0.0%,0.0%
SAINT JOHN VIANNEY CATHOLIC SCHOOL,539 LA PASADA BLVD,GOODYEAR,MARICOPA,85338,NO,,PRIVATE,52,96.2%,1.9%,98.1%,96.2%,0.0%,96.2%,96.2%,0.0%,96.2%,96.2%,0.0%,96.2%,96.2%,0.0%,96.2%,96.2%,0.0%,96.2%,0.0%,0.0%,0.0%
SAINT JOHN XXIII CATHOLIC SCHOOL,16235 N 60TH ST,SCOTTSDALE,MARICOPA,85254,YES,RN,PRIVATE,64,32.8%,40.6%,100.0%,65.6%,10.9%,100.0%,98.4%,0.0%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,9.4%,0.0%,1.6%
SAINT JOHNS MIDDLE SCHOOL,555 W 7TH SOUTH,SAINT JOHNS,APACHE,85936,NO,,PUBLIC,55,65.5%,34.5%,100.0%,65.5%,34.5%,100.0%,81.8%,18.2%,100.0%,83.6%,16.4%,100.0%,81.8%,18.2%,100.0%,83.6%,16.4%,100.0%,18.2%,0.0%,16.4%
SAINT JOSEPH CATHOLIC SCHOOL,215 S CRAYCROFT RD,TUCSON,PIMA,85711,NO,,PRIVATE,27,74.1%,3.7%,100.0%,74.1%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,3.7%,0.0%,3.7%
SAINT LOUIS THE KING SCHOOL,4331 W MARYLAND AVE,GLENDALE,MARICOPA,85301,NO,,PRIVATE,26,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT MARY-BASHA CATHOLIC SCHOOL,200 W GALVESTON ST,CHANDLER,MARICOPA,85225,YES,RN,PRIVATE,30,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT MICHAEL'S PARISH DAY SCHOOL,602 N WILMOT RD,TUCSON,PIMA,85711,YES,RN,PRIVATE,37,91.9%,5.4%,100.0%,86.5%,8.1%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,5.4%,2.7%,2.7%
SAINT PETER INDIAN MISSION SCHOOL,1500 N ST PETER RD,BAPCHULE,PINAL,85138,YES,RN,PRIVATE,21,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT THERESA CATHOLIC SCHOOL,5001 E THOMAS RD,PHOENIX,MARICOPA,85018,YES,LPN,PRIVATE,27,96.3%,3.7%,100.0%,85.2%,3.7%,100.0%,96.3%,3.7%,100.0%,92.6%,3.7%,96.3%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,3.7%,3.7%,3.7%
SAINT THOMAS AQUINAS GRADE SCHOOL,13720 W THOMAS RD,AVONDALE,MARICOPA,85392,YES,RN,PRIVATE,51,92.2%,3.9%,100.0%,92.2%,3.9%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,96.1%,3.9%,100.0%,7.8%,0.0%,3.9%
SAINT THOMAS THE APOSTLE CATHOLIC SCHOOL,4510 N 24TH ST,PHOENIX,MARICOPA,85016,YES,RN,PRIVATE,56,94.6%,1.8%,100.0%,94.6%,1.8%,100.0%,98.2%,1.8%,100.0%,100.0%,0.0%,100.0%,98.2%,1.8%,100.0%,100.0%,0.0%,100.0%,1.8%,0.0%,0.0%
SAINT TIMOTHY CATHOLIC SCHOOL,2520 S ALMA SCHOOL RD,MESA,MARICOPA,85210,YES,RN,PRIVATE,24,87.5%,12.5%,100.0%,87.5%,12.5%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,12.5%,0.0%,4.2%
SAINT VINCENT DE PAUL CATHOLIC SCHOOL,3130 N 51ST AVE,PHOENIX,MARICOPA,85031,NO,,PRIVATE,54,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,100.0%,0.0%
SAINTS PETER & PAUL CATHOLIC SCHOOL,1436 N CAMPBELL AVE,TUCSON,PIMA,85719,YES,RN,PRIVATE,54,100.0%,0.0%,100.0%,83.3%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINTS SIMON AND JUDE SCHOOL,6351 N 27TH AVE,PHOENIX,MARICOPA,85017,NO,,PRIVATE,50,72.0%,4.0%,94.0%,78.0%,2.0%,96.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,98.0%,2.0%,100.0%,10.0%,0.0%,2.0%
SALIDA DEL SOL ELEMENTARY,910 S AVENUE C,YUMA,YUMA,85364,NO,,PUBLIC,86,98.8%,0.0%,98.8%,98.8%,0.0%,98.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SALK ELEMENTARY SCHOOL,7029 E BROWN RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,82,91.5%,1.2%,100.0%,89.0%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,100.0%,0.0%,100.0%,2.4%,0.0%,0.0%
SALOME ELEMENTARY SCHOOL,SAGUARO ST AND MAIN ST,SALOME,LA PAZ,85348,NO,,PUBLIC,<20,81.8%,0.0%,81.8%,36.4%,0.0%,90.9%,90.9%,0.0%,90.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,90.9%,0.0%,90.9%,0.0%,0.0%,0.0%
SALT RIVER ELEMENTARY SCHOOL,11582 E HIGHLAND RD,SCOTTSDALE,MARICOPA,85256,NO,,PRIVATE,30,40.0%,43.3%,83.3%,43.3%,0.0%,86.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAN CARLOS JUNIOR HIGH SCHOOL,RTE 6 NEAR SKILL CENTER,SAN CARLOS,GILA,,YES,RN,PUBLIC,104,91.3%,0.0%,91.3%,91.3%,0.0%,91.3%,100.0%,0.0%,100.0%,99.0%,0.0%,99.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAN FRANCISCO DE ASIS CATHOLIC SCHOOL,1600 E RTE 66,FLAGSTAFF,COCONINO,86001,NO,,PRIVATE,<20,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,5.6%,5.6%,5.6%
SAN MARCOS ELEMENTARY SCHOOL,451 W FRYE RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,49,91.8%,2.0%,100.0%,91.8%,2.0%,100.0%,95.9%,2.0%,100.0%,98.0%,2.0%,100.0%,95.9%,2.0%,100.0%,98.0%,2.0%,100.0%,2.0%,0.0%,2.0%
SAN TAN CHARTER SCHOOL,3959 E ELLIOT RD,GILBERT,MARICOPA,85234,YES,LPN,CHARTER,53,67.9%,26.4%,94.3%,28.3%,24.5%,94.3%,58.5%,26.4%,84.9%,60.4%,24.5%,84.9%,64.2%,20.8%,84.9%,64.2%,24.5%,88.7%,26.4%,0.0%,26.4%
SAN TAN ELEMENTARY,3443 E CALISTOGA DR,GILBERT,MARICOPA,85297,NO,,PUBLIC,133,80.5%,8.3%,100.0%,78.9%,6.8%,99.2%,96.2%,3.8%,100.0%,95.5%,4.5%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,9.0%,0.0%,3.8%
SAN TAN HEIGHTS ELEMENTARY,2500 W SAN TAN HEIGHTS BLVD,QUEEN CREEK,PINAL,85142,NO,,PUBLIC,91,100.0%,0.0%,100.0%,76.9%,0.0%,76.9%,86.8%,0.0%,86.8%,89.0%,0.0%,89.0%,87.9%,0.0%,87.9%,100.0%,0.0%,100.0%,15.4%,1.1%,15.4%
SANBORN ELEMENTARY SCHOOL,700 N SUPERSTITION BLVD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,79,78.5%,12.7%,92.4%,79.7%,12.7%,93.7%,89.9%,10.1%,100.0%,88.6%,11.4%,100.0%,93.7%,6.3%,100.0%,91.1%,8.9%,100.0%,11.4%,0.0%,1.3%
SANDPIPER ELEMENTARY SCHOOL,6724 E HEARN RD,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,51,76.5%,0.0%,88.2%,70.6%,11.8%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,17.6%,0.0%,5.9%
SANDRA DAY O'CONNOR ELEMENTARY SCHOOL,4840 E. ADOBE ST,MESA,MARICOPA,85205,YES,RN,PUBLIC,74,94.6%,1.4%,100.0%,91.9%,1.4%,100.0%,94.6%,5.4%,100.0%,94.6%,5.4%,100.0%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,9.5%,0.0%,4.1%
SANTA CLARA ELEMENTARY SCHOOL,6910 S SANTA CLARA AVE,TUCSON,PIMA,85756,YES,RN,PUBLIC,70,92.9%,4.3%,100.0%,92.9%,4.3%,100.0%,98.6%,0.0%,98.6%,98.6%,0.0%,98.6%,98.6%,0.0%,98.6%,98.6%,0.0%,98.6%,4.3%,0.0%,0.0%
SANTA CRUZ CATHOLIC SCHOOL,29 W 22ND ST,TUCSON,PIMA,85713,YES,RN,PRIVATE,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SANTA FE ELEMENTARY SCHOOL,9880 N 77TH AVE,PEORIA,MARICOPA,85345,YES,RN,PUBLIC,69,81.2%,5.8%,100.0%,79.7%,7.2%,100.0%,94.2%,5.8%,100.0%,95.7%,4.3%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,8.7%,0.0%,1.4%
SANTA MARIA MIDDLE SCHOOL,7250 W LOWER BUCKEYE RD,PHOENIX,MARICOPA,85043,YES,RN,PUBLIC,179,86.6%,1.7%,99.4%,84.9%,1.7%,99.4%,98.3%,1.1%,99.4%,99.4%,0.6%,100.0%,99.4%,0.6%,100.0%,99.4%,0.6%,100.0%,1.7%,0.0%,0.6%
SANTAN ELEMENTARY SCHOOL,1550 E CHANDLER HEIGHTS RD,CHANDLER,MARICOPA,85249,NO,,PUBLIC,92,82.6%,7.6%,100.0%,82.6%,7.6%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,96.7%,3.3%,100.0%,97.8%,2.2%,100.0%,10.9%,0.0%,0.0%
SATORI CHARTER SCHOOL 2-8TH,3727 N 1ST AVE,TUCSON,PIMA,85719,NO,,CHARTER,<20,84.2%,10.5%,100.0%,84.2%,10.5%,100.0%,78.9%,21.1%,100.0%,89.5%,10.5%,100.0%,89.5%,10.5%,100.0%,94.7%,5.3%,100.0%,21.1%,0.0%,5.3%
SCHNEPF ELEMENTARY,26161 SOUTH 231ST STREET,QUEEN CREEK,MARICOPA,85143,NO,,PUBLIC,95,37.9%,0.0%,98.9%,36.8%,0.0%,98.9%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,96.8%,3.2%,100.0%,100.0%,0.0%,100.0%,8.4%,0.0%,5.3%
SCHOLARS ACADEMY SUNNYSLOPE,1055 EAST HEARN ROAD,PHOENIX,MARICOPA,85022,NO,,CHARTER,23,60.9%,4.3%,100.0%,56.5%,4.3%,95.7%,78.3%,4.3%,82.6%,87.0%,4.3%,91.3%,82.6%,4.3%,87.0%,91.3%,4.3%,95.7%,4.3%,0.0%,4.3%
SCOTTSDALE CHRISTIAN ACADEMY,14400 N TATUM BLVD,PHOENIX,MARICOPA,85032,YES,RN,PRIVATE,75,48.0%,38.7%,97.3%,48.0%,38.7%,97.3%,82.7%,17.3%,100.0%,82.7%,17.3%,100.0%,84.0%,16.0%,100.0%,82.7%,17.3%,100.0%,38.7%,0.0%,16.0%
SCOTTSDALE PREPARATORY ACADEMY,16537 N 92ND ST,SCOTTSDALE,MARICOPA,85260,YES,RN,CHARTER,171,74.3%,14.6%,100.0%,74.3%,15.2%,100.0%,94.7%,5.3%,100.0%,93.6%,6.4%,100.0%,93.0%,7.0%,100.0%,93.0%,7.0%,100.0%,16.4%,0.0%,2.9%
SECRIST MIDDLE SCHOOL,3400 S HOUGHTON RD,TUCSON,PIMA,85730,YES,RN,PUBLIC,82,84.1%,1.2%,100.0%,81.7%,1.2%,98.8%,97.6%,1.2%,100.0%,97.6%,1.2%,98.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.4%,0.0%,0.0%
SEDONA CHARTER SCHOOL,165 KACHINA DR,SEDONA,YAVAPAI,86336,NO,,CHARTER,<20,75.0%,18.8%,100.0%,50.0%,18.8%,81.3%,62.5%,18.8%,100.0%,37.5%,6.3%,100.0%,68.8%,6.3%,93.8%,62.5%,6.3%,81.3%,18.8%,18.8%,18.8%
SELF DEVELOPMENT ACADEMY PHOENIX,1515 E INDIAN SCHOOL RD,PHOENIX,MARICOPA,85014,NO,,CHARTER,32,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,6.3%,0.0%,3.1%
SELF DEVELOPMENT CHARTER SCHOOL-85202,1709 N GREENFIELD RD,MESA,MARICOPA,85205,NO,,CHARTER,28,82.1%,3.6%,100.0%,82.1%,3.6%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,7.1%,0.0%,0.0%
SELIGMAN ELEMENTARY SCHOOL,500 N MAIN ST,SELIGMAN,YAVAPAI,86337,YES,RN,PUBLIC,<20,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,9.1%,0.0%,9.1%
SEQUOIA CHARTER ELEMENTARY SCHOOL,1460 S HORNE,MESA,MARICOPA,85204,NO,,CHARTER,50,62.0%,4.0%,90.0%,62.0%,4.0%,90.0%,94.0%,4.0%,100.0%,92.0%,4.0%,100.0%,94.0%,4.0%,100.0%,96.0%,4.0%,100.0%,4.0%,0.0%,4.0%
SEQUOIA CHOICE SCHOOL ARIZONA DISTANCE LEARNING SCHOOL,HOME BASED,MESA,MARICOPA,85203,NO,,CHARTER,80,38.8%,41.3%,97.5%,40.0%,41.3%,96.3%,73.8%,26.3%,100.0%,75.0%,23.8%,98.8%,80.0%,20.0%,100.0%,77.5%,22.5%,100.0%,42.5%,3.8%,20.0%
SEQUOIA LEHI CHARTER SCHOOL,2331 N HORNE,MESA,MARICOPA,85203,NO,,CHARTER,21,76.2%,23.8%,100.0%,71.4%,28.6%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,100.0%,0.0%,100.0%,95.2%,4.8%,100.0%,33.3%,0.0%,0.0%
SEQUOIA PATHFINDER AT VERRADO WAY ,20370 WEST ROOSEVELT STREET,BUCKEYE,MARICOPA,85326,NO,,CHARTER,55,76.4%,0.0%,90.9%,70.9%,0.0%,90.9%,81.8%,10.9%,92.7%,85.5%,10.9%,96.4%,85.5%,10.9%,96.4%,87.3%,10.9%,98.2%,43.6%,0.0%,0.0%
SEQUOIA PATHWAY ACADEMY,19265 N. PORTER RD,MARICOPA,PINAL,85138,NO,,CHARTER,63,54.0%,1.6%,93.7%,47.6%,1.6%,88.9%,90.5%,1.6%,92.1%,88.9%,1.6%,90.5%,93.7%,1.6%,95.2%,87.3%,1.6%,88.9%,1.6%,0.0%,1.6%
SEQUOIA VILLAGE,982 FULL HOUSE LN,SHOW LOW,NAVAJO,85901,NO,,CHARTER,21,57.1%,28.6%,100.0%,52.4%,28.6%,100.0%,81.0%,14.3%,100.0%,81.0%,19.0%,100.0%,81.0%,14.3%,100.0%,85.7%,14.3%,100.0%,28.6%,4.8%,14.3%
SETTLERS POINT ELEMENTARY,423 E SETTLERS POINT,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,85,68.2%,4.7%,100.0%,68.2%,4.7%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.7%,0.0%,0.0%
SEVILLA WEST SCHOOL,3851 W MISSOURI AVE,PHOENIX,MARICOPA,85019,YES,RN,PUBLIC,164,99.4%,0.6%,100.0%,93.9%,0.6%,100.0%,99.4%,0.6%,100.0%,99.4%,0.6%,100.0%,99.4%,0.6%,100.0%,99.4%,0.6%,100.0%,1.2%,0.0%,0.0%
SHAW BUTTE SCHOOL,12202 N 21ST AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,55,98.2%,0.0%,100.0%,72.7%,0.0%,100.0%,98.2%,0.0%,100.0%,98.2%,1.8%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.8%,0.0%,0.0%
SHEELY FARMS ELEMENTARY SCHOOL,9450 W ENCANTO BLVD,PHOENIX,MARICOPA,85037,YES,RN,PUBLIC,56,82.1%,1.8%,100.0%,83.9%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.8%,0.0%,0.0%
SHOW LOW JUNIOR HIGH SCHOOL,761 E MCNEIL,SHOW LOW,NAVAJO,85901,NO,,PUBLIC,173,72.3%,8.1%,96.0%,69.4%,8.1%,96.0%,92.5%,5.8%,98.3%,92.5%,6.4%,100.0%,97.1%,2.9%,100.0%,94.8%,5.2%,100.0%,9.8%,0.6%,4.6%
SHUMWAY ELEMENTARY SCHOOL,1325 N SHUMWAY AVE,CHANDLER,MARICOPA,85225,NO,,PUBLIC,54,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,3.7%,0.0%,0.0%
SIERRA MIDDLE SCHOOL,5801 S DEL MORAL BLVD,TUCSON,PIMA,85706,YES,RN,PUBLIC,66,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SIERRA VERDE ELEMENTARY,7241 W ROSE GARDEN LN,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,110,84.5%,2.7%,98.2%,83.6%,2.7%,97.3%,96.4%,2.7%,99.1%,96.4%,1.8%,98.2%,96.4%,2.7%,99.1%,97.3%,1.8%,99.1%,2.7%,0.0%,1.8%
SILVER VALLEY ELEMENTARY,9737 E TOLDEO AVE,MESA,MARICOPA,85212,NO,,PUBLIC,165,86.7%,11.5%,100.0%,86.7%,11.5%,100.0%,91.5%,8.5%,100.0%,90.3%,9.7%,100.0%,91.5%,8.5%,100.0%,90.3%,9.7%,100.0%,12.7%,0.0%,8.5%
SINAGUA MIDDLE SCHOOL,3950 E BUTLER AVE,FLAGSTAFF,COCONINO,86004,YES,RN,PUBLIC,344,85.5%,12.5%,100.0%,86.3%,0.0%,100.0%,96.2%,3.8%,100.0%,95.9%,4.1%,100.0%,96.5%,3.5%,100.0%,100.0%,0.0%,100.0%,9.6%,0.3%,9.6%
SIRRINE ELEMENTARY SCHOOL,591 W MESQUITE ST,CHANDLER,MARICOPA,85225,YES,RN,PUBLIC,26,73.1%,7.7%,100.0%,65.4%,7.7%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,7.7%,0.0%,3.8%
SKY CROSSING ELEMENTARY SCHOOL,3300 EAST SKY CROSSING WAY,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,60,96.7%,3.3%,100.0%,93.3%,6.7%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,18.3%,0.0%,3.3%
SKY VIEW ELEMENTARY SCHOOL,8624 W SWEETWATER,PEORIA,MARICOPA,85381,YES,RN,PUBLIC,52,28.8%,13.5%,96.2%,26.9%,13.5%,96.2%,98.1%,1.9%,100.0%,96.2%,3.8%,100.0%,98.1%,1.9%,100.0%,96.2%,3.8%,100.0%,15.4%,0.0%,1.9%
SKYLINE DISTRICT 5,CASA BLANCA & PRESCHOOL RD,BAPCHULE,PINAL,85121,NO,,CHARTER,32,75.0%,0.0%,100.0%,75.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SKYLINE RANCH ELEMENTARY,1084 W SAN TAN HILLS DR,QUEEN CREEK,PINAL,85143,NO,,PUBLIC,77,97.4%,1.3%,100.0%,67.5%,0.0%,100.0%,89.6%,6.5%,100.0%,93.5%,6.5%,100.0%,93.5%,6.5%,100.0%,93.5%,6.5%,100.0%,6.5%,0.0%,3.9%
SKYVIEW SCHOOL,125 S RUSH ST,PRESCOTT,YAVAPAI,86303,NO,,CHARTER,24,41.7%,45.8%,100.0%,37.5%,45.8%,100.0%,66.7%,33.3%,100.0%,62.5%,33.3%,100.0%,66.7%,33.3%,100.0%,66.7%,33.3%,100.0%,41.7%,0.0%,29.2%
SMOKETREE ELEMENTARY SCHOOL,2395 SMOKETREE AVE,LAKE HAVASU CITY,MOHAVE,86403,YES,LPN,PUBLIC,50,64.0%,6.0%,70.0%,64.0%,6.0%,70.0%,98.0%,0.0%,98.0%,98.0%,0.0%,98.0%,96.0%,0.0%,96.0%,100.0%,0.0%,100.0%,6.0%,0.0%,6.0%
SNOWFLAKE INTERMEDIATE SCHOOL,62 WEST 2ND SOUTH,SNOWFLAKE,NAVAJO,85937,NO,,PUBLIC,130,83.1%,16.9%,100.0%,83.1%,16.9%,100.0%,88.5%,11.5%,100.0%,88.5%,11.5%,100.0%,88.5%,11.5%,100.0%,88.5%,11.5%,100.0%,16.9%,0.0%,10.8%
SOLANO SCHOOL,1526 W MISSOURI AVE,PHOENIX,MARICOPA,85015,NO,,PUBLIC,49,98.0%,0.0%,100.0%,95.9%,2.0%,100.0%,95.9%,2.0%,100.0%,93.9%,2.0%,100.0%,89.8%,2.0%,100.0%,95.9%,2.0%,98.0%,2.0%,0.0%,2.0%
SOLOMON ELEMENTARY SCHOOL,2250 S STEVENS AVE,SOLOMON,GRAHAM,85546,NO,,PUBLIC,23,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SOMERSET ACADEMY SKYWAY CAMPUS,14900 WEST VAN BUREN STREET,GOODYEAR,MARICOPA,85338,NO,,CHARTER,<20,33.3%,0.0%,44.4%,22.2%,0.0%,50.0%,66.7%,0.0%,66.7%,72.2%,0.0%,72.2%,66.7%,0.0%,66.7%,72.2%,0.0%,72.2%,0.0%,0.0%,0.0%
SONOMA RANCH ELEMENTARY SCHOOL,601 N BISCAYNE DR,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,71,39.4%,2.8%,98.6%,39.4%,2.8%,98.6%,95.8%,4.2%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,95.8%,4.2%,100.0%,7.0%,0.0%,7.0%
SONORAN FOOTHILLS SCHOOL,32150 N NORTH FOOTHILLS DR,PHOENIX,MARICOPA,85085,YES,RN,PUBLIC,106,66.0%,8.5%,99.1%,61.3%,8.5%,98.1%,97.2%,2.8%,100.0%,96.2%,3.8%,100.0%,97.2%,2.8%,100.0%,95.3%,3.8%,99.1%,8.5%,0.0%,5.7%
SONORAN HEIGHTS MIDDLE SCHOOL,11405 N GREER RANCH PKWY,SURPRISE,MARICOPA,85379,YES,RN,PUBLIC,147,93.9%,6.1%,100.0%,80.3%,6.1%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,97.3%,2.7%,100.0%,98.0%,2.0%,100.0%,7.5%,0.0%,1.4%
SONORAN SCIENCE ACADEMY - PEORIA,17667 N 91ST AVE,PEORIA,MARICOPA,85382,NO,,CHARTER,30,83.3%,0.0%,100.0%,66.7%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
