SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
MADISON PARK SCHOOL,1431 E CAMPBELL AVE,PHOENIX,MARICOPA,85014,NO,,PUBLIC,98,75.5%,0.0%,75.5%,75.5%,0.0%,75.5%,100.0%,0.0%,100.0%,99.0%,0.0%,99.0%,99.0%,1.0%,100.0%,99.0%,0.0%,100.0%,1.0%,1.0%,1.0%
MADISON TRADITIONAL ACADEMY,925 E MARYLAND AVE,PHOENIX,MARICOPA,85014,NO,,PUBLIC,106,97.2%,1.9%,99.1%,96.2%,1.9%,98.1%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,3.8%,0.0%,0.0%
MADRID NEIGHBORHOOD SCHOOL,3736 W OSBORN RD,PHOENIX,MARICOPA,85019,NO,,PUBLIC,69,94.2%,0.0%,100.0%,91.3%,0.0%,100.0%,98.6%,0.0%,100.0%,100.0%,0.0%,100.0%,98.6%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MAGEE MIDDLE SCHOOL,8300 E SPEEDWAY BLVD,TUCSON,PIMA,85710,YES,RN,PUBLIC,90,94.4%,4.4%,100.0%,95.6%,4.4%,100.0%,93.3%,4.4%,100.0%,95.6%,4.4%,100.0%,94.4%,4.4%,100.0%,96.7%,3.3%,100.0%,4.4%,0.0%,3.3%
MAGMA RANCH K-8 SCHOOL,10980 E DESERT MOUNTAIN BLVD,FLORENCE,PINAL,85132,NO,,PUBLIC,69,88.4%,1.4%,100.0%,88.4%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,1.4%,0.0%,1.4%
MAGNET TRADITIONAL SCHOOL,2602 N 23RD AVE,PHOENIX,MARICOPA,85009,YES,LPN,PUBLIC,43,100.0%,0.0%,100.0%,86.0%,0.0%,93.0%,100.0%,0.0%,100.0%,97.7%,2.3%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MAIE BARTLETT HEARD SCHOOL,2301 W THOMAS RD,PHOENIX,MARICOPA,85015,YES,RN,PUBLIC,49,85.7%,0.0%,85.7%,87.8%,0.0%,87.8%,98.0%,0.0%,100.0%,98.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MAMMOTH SAN MANUEL PK-12-  JR/SR HIGH (6-12),711 MCNAB PARKWAY,SAN MANUEL,PINAL,85631,NO,,PUBLIC,32,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MANSFELD MIDDLE SCHOOL,1300 E 6TH ST,TUCSON,PIMA,85719,YES,RN,PUBLIC,264,96.6%,1.5%,100.0%,95.8%,1.9%,99.6%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.5%,1.1%,100.0%,98.9%,1.1%,100.0%,1.9%,0.0%,0.8%
MANUEL PENA JR. ELEMENTARY SCHOOL,2550 N 79TH AVE,PHOENIX,MARICOPA,85035,NO,,PUBLIC,122,98.4%,0.0%,98.4%,98.4%,0.0%,98.4%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,1.6%,0.0%,1.6%
"MANY FARMS COMMUNITY SCHOOL, INC - 86538",HWY 191,MANY FARMS,APACHE,86538,NO,,PUBLIC,32,87.5%,0.0%,100.0%,84.4%,0.0%,96.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MANY FARMS PUBLIC SCHOOL - 86503,HWY 191,CHINLE,APACHE,86538,NO,,PUBLIC,29,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MANZANITA ELEMENTARY SCHOOL - PHOENIX,8430 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,88,88.6%,0.0%,100.0%,83.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.1%,0.0%,0.0%
MARICOPA WELLS MIDDLE SCHOOL,45012 W HONEYCUTT AVE,MARICOPA,PINAL,85139,YES,RN,PUBLIC,314,94.6%,1.6%,97.8%,93.9%,1.6%,97.8%,96.2%,1.6%,97.8%,95.9%,1.6%,97.8%,95.9%,1.6%,97.8%,99.4%,0.0%,99.7%,1.6%,0.3%,1.6%
MARILYN THIELE WILSON SCHOOL - MESA,5619 E GLADE AVE,MESA,MARICOPA,85206,YES,RN,PUBLIC,58,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,100.0%,0.0%,100.0%,6.9%,1.7%,5.2%
MARIONNEAUX ELEMENTARY SCHOOL,21455 W ROESER RD,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,68,83.8%,4.4%,88.2%,82.4%,4.4%,86.8%,98.5%,1.5%,100.0%,97.1%,2.9%,100.0%,98.5%,1.5%,100.0%,100.0%,0.0%,100.0%,4.4%,0.0%,1.5%
MARJORIE W ESTES ELEMENTARY SCHOOL,11280 W GRIER RD,MARANA,PIMA,85658,NO,,PUBLIC,81,86.4%,6.2%,92.6%,86.4%,6.2%,95.1%,96.3%,3.7%,100.0%,98.8%,1.2%,100.0%,97.5%,2.5%,100.0%,100.0%,0.0%,100.0%,8.6%,1.2%,1.2%
MARLEY PARK ELEMENTARY,15042 W SWEETWATER AVE,SURPRISE,MARICOPA,85379,NO,,PUBLIC,142,85.2%,8.5%,100.0%,83.1%,9.9%,100.0%,97.2%,2.8%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,9.9%,0.0%,3.5%
MARSHALL HUMPHREY II ELEMENTARY SCHOOL,125 S 132ND ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,99,93.9%,6.1%,100.0%,92.9%,7.1%,100.0%,94.9%,5.1%,100.0%,97.0%,3.0%,100.0%,96.0%,4.0%,100.0%,98.0%,2.0%,100.0%,8.1%,0.0%,0.0%
MARSHALL RANCH ELEMENTARY SCHOOL,12995 N MARSHALL RANCH DR,GLENDALE,MARICOPA,85304,YES,LPN,PUBLIC,69,95.7%,0.0%,95.7%,97.1%,0.0%,97.1%,98.6%,0.0%,100.0%,98.6%,0.0%,100.0%,98.6%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MARY BELLE MCCORKLE,4455 S MISSION RD,TUCSON,PIMA,85746,YES,RN,PUBLIC,134,97.8%,0.0%,97.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.5%,0.0%,0.0%
MARY C O'BRIEN ELEMENTARY SCHOOL,1400 N ELEVEN MILE CORNER RD,CASA GRANDE,PINAL,85194,YES,RN,PUBLIC,<20,86.7%,13.3%,100.0%,86.7%,13.3%,100.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,13.3%,0.0%,6.7%
MARYLAND ELEMENTARY SCHOOL,6503 N 21ST AVE,PHOENIX,MARICOPA,85015,YES,RN,PUBLIC,63,90.5%,4.8%,98.4%,57.1%,4.8%,93.7%,95.2%,4.8%,100.0%,93.7%,6.3%,100.0%,93.7%,4.8%,98.4%,95.2%,4.8%,100.0%,4.8%,0.0%,4.8%
MARYVALE PREPARATORY ACADEMY,4825 W CAMELBACK RD,PHOENIX,MARICOPA,85031,YES,RN,CHARTER,90,81.1%,2.2%,100.0%,80.0%,0.0%,100.0%,91.1%,8.9%,100.0%,97.8%,2.2%,100.0%,98.9%,1.1%,100.0%,97.8%,2.2%,100.0%,14.4%,0.0%,0.0%
MASADA CHARTER SCHOOL,365 W CANNON AVE,COLORADO CITY,MOHAVE,,YES,RN,CHARTER,49,36.7%,2.0%,49.0%,22.4%,6.1%,28.6%,63.3%,6.1%,69.4%,61.2%,6.1%,67.3%,61.2%,6.1%,67.3%,57.1%,6.1%,63.3%,6.1%,0.0%,6.1%
MATH AND SCIENCE SUCCESS ACADEMY,434 W LERDO RD,TUCSON,PIMA,85756,NO,,CHARTER,87,95.4%,1.1%,100.0%,95.4%,1.1%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.3%,1.1%,0.0%
MAURICE C CASH SCHOOL,3851 W ROESER RD,PHOENIX,MARICOPA,85041,YES,LPN,PUBLIC,99,78.8%,1.0%,98.0%,78.8%,3.0%,100.0%,98.0%,1.0%,99.0%,98.0%,1.0%,99.0%,98.0%,1.0%,99.0%,99.0%,1.0%,100.0%,3.0%,0.0%,0.0%
MAXINE O BUSH ELEMENTARY SCHOOL,602 E SIESTA WAY,PHOENIX,MARICOPA,85042,YES,RN,PUBLIC,31,87.1%,0.0%,87.1%,100.0%,0.0%,100.0%,93.5%,0.0%,93.5%,87.1%,0.0%,87.1%,87.1%,0.0%,87.1%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MCKEMY ACADEMY OF INTERNATIONAL STUDIES,2250 S COLLEGE AVE,TEMPE,MARICOPA,85282,NO,,PUBLIC,114,80.7%,3.5%,100.0%,80.7%,3.5%,100.0%,97.4%,2.6%,100.0%,95.6%,4.4%,100.0%,96.5%,3.5%,100.0%,95.6%,4.4%,100.0%,5.3%,0.0%,0.9%
MENDOZA ELEMENTARY SCHOOL,5831 E MCLELLAN RD,MESA,MARICOPA,85205,YES,RN,PUBLIC,61,86.9%,6.6%,100.0%,83.6%,6.6%,100.0%,98.4%,1.6%,100.0%,96.7%,3.3%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,6.6%,0.0%,0.0%
MERCURY MINE ELEMENTARY SCHOOL,9640 N 28TH ST,PHOENIX,MARICOPA,85028,YES,RN,PUBLIC,66,84.8%,4.5%,100.0%,84.8%,4.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,4.5%,0.0%,1.5%
MERIDIAN ELEMENTARY,3900 S MOUNTAIN RD,MESA,MARICOPA,85212,YES,RN,PUBLIC,114,91.2%,8.8%,100.0%,83.3%,7.9%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,95.6%,4.4%,100.0%,97.4%,2.6%,100.0%,8.8%,0.0%,2.6%
MESA ACADEMY FOR ADVANCED STUDIES,6919 E BROWN RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,87,85.1%,0.0%,97.7%,83.9%,0.0%,97.7%,97.7%,0.0%,97.7%,97.7%,0.0%,97.7%,97.7%,0.0%,97.7%,96.6%,0.0%,96.6%,0.0%,0.0%,0.0%
MESA ARTS ACADEMY,221 W SIXTH AVE,MESA,MARICOPA,85210,NO,,CHARTER,30,100.0%,0.0%,100.0%,93.3%,0.0%,100.0%,93.3%,0.0%,100.0%,93.3%,0.0%,100.0%,93.3%,0.0%,100.0%,93.3%,0.0%,93.3%,0.0%,0.0%,0.0%
MESA VIEW ELEMENTARY,HWY 191 & NAVAJO ROUTE 7,CHINLE,APACHE,86503,NO,,PUBLIC,48,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MESQUITE ELEMENTARY - YUMA,4451 W 28TH ST,YUMA,YUMA,85364,NO,,PUBLIC,111,92.8%,1.8%,100.0%,92.8%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,1.8%,0.0%,1.8%
MESQUITE ELEMENTARY SCHOOL - GILBERT,1101 E MESQUITE ST,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,84,75.0%,10.7%,100.0%,72.6%,13.1%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,94.0%,6.0%,100.0%,14.3%,0.0%,14.3%
MEXICAYOTL CHARTER SCHOOL,2059 N GRAND AVE,NOGALES,SANTA CRUZ,85621,NO,,CHARTER,20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MICHAEL ANDERSON SCHOOL,45 S 3RD AVE,AVONDALE,MARICOPA,85323,YES,LPN,PUBLIC,86,91.9%,7.0%,100.0%,88.4%,0.0%,100.0%,95.3%,3.5%,100.0%,97.7%,2.3%,100.0%,97.7%,1.2%,100.0%,100.0%,0.0%,100.0%,7.0%,0.0%,1.2%
MICHAEL T. HUGHES ELEMENTARY SCHOOL,630 N HUNT DR,MESA,MARICOPA,85203,YES,RN,PUBLIC,57,96.5%,3.5%,100.0%,93.0%,3.5%,98.2%,94.7%,1.8%,96.5%,96.5%,1.8%,98.2%,94.7%,1.8%,96.5%,98.2%,1.8%,100.0%,3.5%,0.0%,1.8%
MILES-EXPLORATORY LEARNING CENTER,1400 E BROADWAY BLVD,TUCSON,PIMA,85719,YES,RN,PUBLIC,28,89.3%,0.0%,100.0%,89.3%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MILESTONES CHARTER SCHOOL,4707 E ROBERT E LEE ST,PHOENIX,MARICOPA,85032,NO,,CHARTER,<20,73.3%,20.0%,93.3%,73.3%,20.0%,93.3%,73.3%,20.0%,93.3%,73.3%,20.0%,93.3%,73.3%,20.0%,93.3%,73.3%,20.0%,93.3%,20.0%,0.0%,20.0%
MINGUS SPRINGS CHARTER SCHOOL,3600 N SUNSET DR,CHINO VALLEY,YAVAPAI,86323,NO,,CHARTER,21,52.4%,23.8%,100.0%,47.6%,28.6%,100.0%,76.2%,23.8%,100.0%,71.4%,28.6%,100.0%,76.2%,23.8%,100.0%,81.0%,19.0%,100.0%,52.4%,0.0%,19.0%
MIRAGE ELEMENTARY SCHOOL,3910 W GROVERS AVE,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,87,78.2%,6.9%,100.0%,74.7%,8.0%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,9.2%,0.0%,2.3%
MISSION MANOR ELEMENTARY SCHOOL,600 W SANTA ROSA ST,TUCSON,PIMA,85706,YES,RN,PUBLIC,73,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,100.0%,0.0%,100.0%,98.6%,1.4%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.4%,0.0%,0.0%
MISSION MONTESSORI ACADEMY,12990 E SHEA BLVD,SCOTTSDALE,MARICOPA,85259,NO,,CHARTER,<20,73.3%,26.7%,100.0%,13.3%,26.7%,100.0%,53.3%,26.7%,80.0%,66.7%,26.7%,93.3%,73.3%,26.7%,100.0%,73.3%,26.7%,100.0%,26.7%,0.0%,26.7%
MOHAVE ACCELERATED ELEMENTARY SCHOOL,625 MARINA BLVD,BULLHEAD CITY,MOHAVE,86442,NO,,CHARTER,84,97.6%,2.4%,100.0%,96.4%,2.4%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,3.6%,0.0%,1.2%
MOHAVE MIDDLE SCHOOL,8490 E JACKRABBIT ROAD,SCOTTSDALE,MARICOPA,85250,YES,RN,PUBLIC,266,98.9%,1.1%,100.0%,99.6%,0.4%,100.0%,95.1%,4.9%,100.0%,94.0%,6.0%,100.0%,94.7%,5.3%,100.0%,96.6%,3.4%,100.0%,8.6%,0.0%,3.0%
MOHAVE VALLEY JUNIOR HIGH SCHOOL,6565 GIRARD AVE,MOHAVE VALLEY,MOHAVE,86446,NO,,PUBLIC,162,59.3%,5.6%,99.4%,59.3%,5.6%,99.4%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,5.6%,0.0%,5.6%
MOHAWK VALLEY SCHOOL,5151 S AVENUE 39 E,ROLL,YUMA,85347,NO,,PUBLIC,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MONTE VISTA ELEMENTARY SCHOOL,3501 E OSBORN RD,PHOENIX,MARICOPA,85018,YES,RN,PUBLIC,94,87.2%,1.1%,100.0%,84.0%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,1.1%,0.0%,1.1%
MONTESSORI DAY PUBLIC SCHOOLS  - MOUNTAINSIDE,9215 N 14TH ST,PHOENIX,MARICOPA,85020,NO,,CHARTER,<20,61.1%,22.2%,100.0%,66.7%,22.2%,100.0%,83.3%,16.7%,100.0%,83.3%,16.7%,100.0%,77.8%,22.2%,100.0%,83.3%,16.7%,100.0%,27.8%,0.0%,16.7%
MONTESSORI EDUCATION CENTRE CHARTER SCHOOL-85203,815 N GILBERT RD,MESA,MARICOPA,85203,NO,,CHARTER,<20,33.3%,33.3%,100.0%,33.3%,33.3%,100.0%,91.7%,8.3%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,33.3%,0.0%,0.0%
MONTESSORI EDUCATION CENTRE CHARTER SCHOOL-85204,2834 E SOUTHERN AVE,MESA,MARICOPA,85204,NO,,CHARTER,30,70.0%,30.0%,100.0%,63.3%,36.7%,100.0%,73.3%,26.7%,100.0%,73.3%,26.7%,100.0%,73.3%,26.7%,100.0%,73.3%,26.7%,100.0%,36.7%,0.0%,26.7%
MONTESSORI SCHOOLHOUSE-85719,1301 E FT LOWELL RD,TUCSON,PIMA,85719,NO,,CHARTER,<20,61.5%,7.7%,100.0%,61.5%,7.7%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,100.0%,0.0%,100.0%,92.3%,7.7%,100.0%,7.7%,0.0%,0.0%
MOON MOUNTAIN SCHOOL,13425 N 19TH AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,65,96.9%,3.1%,100.0%,83.1%,6.2%,100.0%,95.4%,4.6%,100.0%,95.4%,4.6%,100.0%,93.8%,6.2%,100.0%,96.9%,3.1%,100.0%,7.7%,0.0%,3.1%
MORGAN MAXWELL SCHOOL,2802 W ANKLAM RD,TUCSON,PIMA,85745,YES,RN,PUBLIC,62,90.3%,1.6%,100.0%,88.7%,1.6%,100.0%,98.4%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.6%,0.0%,0.0%
MORRIS K. UDALL ESCUELA DE BELLAS ARTES,3715 W ROOSEVELT ST,PHOENIX,MARICOPA,85009,NO,,PUBLIC,196,95.4%,0.0%,100.0%,92.9%,0.0%,95.4%,96.9%,0.0%,100.0%,98.5%,0.0%,100.0%,98.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MORRISTOWN ELEMENTARY SCHOOL,25950 W ROCKAWAY HILLS DR,MORRISTOWN,MARICOPA,85342,NO,,PUBLIC,22,0.0%,100.0%,100.0%,18.2%,0.0%,100.0%,95.5%,0.0%,95.5%,95.5%,0.0%,95.5%,95.5%,0.0%,95.5%,100.0%,0.0%,100.0%,0.0%,13.6%,0.0%
MOST HOLY TRINITY CATHOLIC SCHOOL,535 E ALICE AVE,PHOENIX,MARICOPA,85020,YES,RN,PRIVATE,26,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,7.7%,0.0%,0.0%
MOUNT ELDEN MIDDLE SCHOOL,3323 N 4TH ST,FLAGSTAFF,COCONINO,86004,YES,RN,PUBLIC,209,92.3%,6.7%,99.0%,92.3%,6.7%,99.0%,97.1%,1.9%,99.0%,97.6%,0.0%,97.6%,98.1%,0.0%,98.1%,97.6%,1.9%,99.5%,7.2%,7.2%,7.2%
MOUNT TIPTON SCHOOL,16500 N PIERCE FERRY RD,DOLAN SPRINGS,MOHAVE,86441,YES,LPN,PUBLIC,29,58.6%,3.4%,65.5%,51.7%,3.4%,62.1%,89.7%,3.4%,93.1%,93.1%,0.0%,93.1%,89.7%,3.4%,93.1%,93.1%,0.0%,93.1%,3.4%,0.0%,0.0%
MOUNT TURNBULL ELEMENTARY SCHOOL,10 EDUCATION LANE,BYLAS,GRAHAM,85530,YES,RN,PUBLIC,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,0.0%
MOUNTAIN CHRISTIAN SCHOOL,3171 SHOW LOW LAKE RD,SHOW LOW,NAVAJO,85901,NO,,PRIVATE,<20,100.0%,0.0%,100.0%,0.0%,0.0%,83.3%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MOUNTAIN SHADOWS ELEMENTARY SCHOOL,19602 N 45TH AVE,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,55,76.4%,0.0%,100.0%,76.4%,0.0%,100.0%,92.7%,7.3%,100.0%,92.7%,7.3%,100.0%,98.2%,1.8%,100.0%,100.0%,0.0%,100.0%,10.9%,0.0%,0.0%
MOUNTAIN VIEW ELEMENTARY SCHOOL - PHOENIX,801 W PEORIA AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,117,98.3%,0.9%,100.0%,96.6%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,0.9%,0.0%,0.9%
MOUNTAIN VIEW ELEMENTARY SCHOOL - PRESCOTT VALLEY,8601 E LOOS DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,48,52.1%,14.6%,91.7%,50.0%,12.5%,91.7%,89.6%,10.4%,100.0%,89.6%,10.4%,100.0%,87.5%,12.5%,100.0%,89.6%,10.4%,100.0%,16.7%,0.0%,10.4%
MOUNTAIN VIEW PREPARATORY,2939 E DEL RIO DRIVE,COTTONWOOD,YAVAPAI,86326,NO,,PUBLIC,47,61.7%,21.3%,100.0%,59.6%,23.4%,100.0%,89.4%,10.6%,100.0%,91.5%,8.5%,100.0%,93.6%,6.4%,100.0%,95.7%,4.3%,100.0%,27.7%,0.0%,2.1%
MOUNTAIN VIEW SCHOOL,18302 W BURTON AVE,WADDELL,MARICOPA,85355,YES,LPN,PUBLIC,117,77.8%,7.7%,100.0%,77.8%,7.7%,100.0%,94.0%,5.1%,99.1%,94.9%,5.1%,100.0%,94.9%,5.1%,100.0%,95.7%,4.3%,100.0%,8.5%,0.0%,5.1%
MOUNTAIN VISTA SCHOOL,2618 EL PASEO,ORACLE,PINAL,85623,NO,,PRIVATE,30,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,6.7%,0.0%,0.0%
MOUNTAINSIDE MIDDLE SCHOOL,11256 N 128TH ST,SCOTTSDALE,MARICOPA,85259,YES,RN,PUBLIC,175,70.9%,4.6%,100.0%,68.0%,4.6%,100.0%,92.0%,8.0%,100.0%,93.1%,6.9%,100.0%,92.6%,7.4%,100.0%,93.1%,6.9%,100.0%,9.1%,0.0%,6.3%
NACO ELEMENTARY SCHOOL,1911 W VALENZUELA ST,NACO,COCHISE,85620,YES,RN,PUBLIC,25,92.0%,0.0%,100.0%,92.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
NADABURG ELEMENTARY SCHOOL,21419 W DOVE VALLEY RD,WITTMANN,MARICOPA,85361,YES,RN,PUBLIC,60,88.3%,11.7%,100.0%,71.7%,10.0%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,100.0%,0.0%,100.0%,98.3%,1.7%,100.0%,11.7%,0.0%,1.7%
NAUTILUS ELEMENTARY SCHOOL,1425 PATRICIAN DR,LAKE HAVASU CITY,MOHAVE,86404,YES,RN,PUBLIC,45,71.1%,0.0%,71.1%,68.9%,2.2%,71.1%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,93.3%,4.4%,97.8%,6.7%,0.0%,6.7%
NAVARRETE ELEMENTARY,6490 SOUTH SUN GROVES BOULEVARD,CHANDLER,MARICOPA,85249,NO,,PUBLIC,75,76.0%,2.7%,100.0%,76.0%,2.7%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,97.3%,2.7%,100.0%,96.0%,4.0%,100.0%,6.7%,0.0%,2.7%
NAYLOR MIDDLE SCHOOL,1701 S COLUMBUS BLVD,TUCSON,PIMA,85711,YES,LPN,PUBLIC,84,90.5%,1.2%,91.7%,83.3%,1.2%,84.5%,91.7%,1.2%,97.6%,98.8%,0.0%,100.0%,94.0%,0.0%,97.6%,98.8%,0.0%,98.8%,1.2%,0.0%,0.0%
NEELY TRADITIONAL ACADEMY,500 E HOUSTON AVENUE,GILBERT,MARICOPA,85234,YES,Both,PUBLIC,120,94.2%,2.5%,100.0%,94.2%,2.5%,100.0%,99.2%,0.8%,100.0%,99.2%,0.8%,100.0%,99.2%,0.8%,100.0%,99.2%,0.8%,100.0%,3.3%,0.0%,0.8%
NEW HORIZON SCHOOL FOR THE PERFORMING ART,446 E BROADWAY RD,MESA,MARICOPA,85204,NO,,CHARTER,24,95.8%,4.2%,100.0%,91.7%,8.3%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,8.3%,0.0%,4.2%
NEW RIVER ELEMENTARY SCHOOL,48827 N BLACK CANYON HWY,PHOENIX,MARICOPA,85087,YES,LPN,PUBLIC,<20,94.7%,0.0%,94.7%,73.7%,10.5%,94.7%,84.2%,10.5%,94.7%,89.5%,10.5%,100.0%,84.2%,10.5%,94.7%,89.5%,10.5%,100.0%,10.5%,0.0%,10.5%
